timestamp,user_id,action,fir_number,case_type,resource,classification,ip_address,location,device,status,risk_score
2025-10-31T13:57:06.781537,POL0022,nafis_search,FIR/156/2026,IPC Section 302,evidence_locker,Public,103.60.102.10,Indore,Police Terminal,success,53
2025-11-26T10:24:06.781541,POL0050,issue_warrant,FIR/864/2025,IPC Section 420,nafis_records,Confidential,123.219.142.160,Surat,Police Terminal,success,32
2025-10-15T03:40:06.781545,POL0018,access_evidence,FIR/390/2024,IT Act,fir_records,Confidential,106.37.121.145,Hyderabad,Vehicle MDT,success,36
2025-11-08T02:23:06.781550,POL0062,access_evidence,FIR/422/2026,IPC Section 302,warrants,Restricted,103.231.35.224,Delhi,Vehicle MDT,success,72
2025-08-31T15:58:06.781554,POL0020,close_case,FIR/47/2024,Traffic Violation,cctns_database,Confidential,106.52.239.144,Vadodara,Mobile Device,success,65
2025-12-20T10:35:06.781559,POL0057,access_evidence,FIR/942/2026,IPC Section 420,nafis_records,Confidential,1.248.65.5,Surat,Vehicle MDT,success,55
2026-01-25T14:06:06.781563,POL0013,nafis_search,FIR/732/2025,IPC Section 302,fir_records,Restricted,27.156.218.227,Kochi,Mobile Device,success,96
2025-10-10T12:34:06.781568,POL0001,issue_warrant,FIR/751/2026,Traffic Violation,evidence_locker,Public,27.62.32.18,Bhopal,Police Terminal,success,62
2025-11-28T14:48:06.781573,POL0041,issue_warrant,FIR/516/2025,NDPS Act,nafis_records,Public,103.95.50.5,Indore,Vehicle MDT,success,90
2025-09-24T00:42:06.781578,POL0023,run_criminal_check,FIR/23/2024,IPC Section 302,nafis_records,Confidential,123.1.96.73,Chandigarh,Mobile Device,denied,4
2025-11-26T16:57:06.781583,POL0055,run_criminal_check,FIR/217/2024,IT Act,warrants,Restricted,106.191.128.47,Vadodara,Police Terminal,success,4
2025-10-31T02:39:06.781587,POL0060,issue_warrant,FIR/211/2025,IPC Section 420,warrants,Public,103.26.110.94,Delhi,Mobile Device,success,27
2025-10-20T11:54:06.781592,POL0006,close_case,FIR/260/2025,Traffic Violation,nafis_records,Confidential,103.69.45.200,Hyderabad,Police Terminal,success,74
2025-11-24T04:14:06.781597,POL0066,issue_warrant,FIR/716/2025,IT Act,warrants,Public,115.219.231.205,Nagpur,Vehicle MDT,success,22
2026-01-19T23:35:06.781602,POL0070,access_evidence,FIR/862/2025,IPC Section 420,nafis_records,Restricted,106.62.191.25,Chandigarh,Vehicle MDT,denied,20
2026-01-19T08:03:06.781607,POL0021,view_fir,FIR/319/2024,Traffic Violation,evidence_locker,Public,1.88.225.38,Kanpur,Police Terminal,success,57
2025-09-16T22:39:06.781612,POL0017,view_fir,FIR/668/2025,IPC Section 302,cctns_database,Public,103.156.227.11,Vadodara,Police Terminal,denied,38
2025-11-08T14:18:06.781617,POL0028,issue_warrant,FIR/416/2024,IPC Section 420,nafis_records,Confidential,1.6.73.29,Visakhapatnam,Police Terminal,success,75
2025-09-27T04:55:06.781621,POL0043,issue_warrant,FIR/999/2026,IT Act,fir_records,Confidential,115.248.117.174,Lucknow,Police Terminal,success,50
2025-11-11T23:39:06.781626,POL0005,cctns_search,FIR/226/2026,NDPS Act,cctns_database,Public,123.105.132.48,Hyderabad,Vehicle MDT,success,71
2026-01-06T11:50:06.781631,POL0078,run_criminal_check,FIR/228/2025,IT Act,evidence_locker,Confidential,117.67.19.251,Kolkata,Vehicle MDT,success,54
2025-12-10T12:48:06.781636,POL0079,nafis_search,FIR/369/2024,NDPS Act,nafis_records,Public,49.139.127.184,Vadodara,Mobile Device,success,59
2026-01-17T00:58:06.781640,POL0008,cctns_search,FIR/96/2024,Traffic Violation,warrants,Restricted,27.116.24.28,Hyderabad,Mobile Device,success,16
2025-09-08T21:50:06.781645,POL0001,run_criminal_check,FIR/111/2024,Traffic Violation,evidence_locker,Confidential,49.183.244.84,Nagpur,Mobile Device,success,35
2025-12-20T21:02:06.781650,POL0065,issue_warrant,FIR/449/2024,IPC Section 302,nafis_records,Confidential,49.181.17.89,Visakhapatnam,Police Terminal,success,48
2025-12-14T09:34:06.781655,POL0036,run_criminal_check,FIR/43/2024,Traffic Violation,fir_records,Confidential,115.240.36.26,Kolkata,Police Terminal,success,70
2025-11-25T02:01:06.781659,POL0061,view_fir,FIR/6/2026,IT Act,warrants,Restricted,123.39.136.78,Chandigarh,Vehicle MDT,success,56
2025-10-23T11:41:06.781664,POL0036,nafis_search,FIR/899/2025,IPC Section 302,fir_records,Public,103.226.45.15,Surat,Vehicle MDT,success,19
2025-11-16T22:00:06.781669,POL0020,issue_warrant,FIR/625/2025,NDPS Act,nafis_records,Public,1.58.53.137,Bhopal,Vehicle MDT,success,47
2026-01-18T15:21:06.781673,POL0040,update_case_status,FIR/702/2025,IPC Section 302,cctns_database,Public,49.152.205.121,Delhi,Vehicle MDT,success,94
2026-01-20T19:07:06.781678,POL0053,cctns_search,FIR/933/2024,Traffic Violation,cctns_database,Restricted,49.96.66.166,Bhopal,Mobile Device,success,59
2025-11-10T09:37:06.781683,POL0040,nafis_search,FIR/559/2024,IT Act,warrants,Restricted,49.77.116.226,Ahmedabad,Police Terminal,denied,33
2026-01-22T21:36:06.781688,POL0017,update_case_status,FIR/908/2025,IPC Section 302,cctns_database,Public,1.108.95.230,Indore,Mobile Device,success,34
2025-10-13T22:13:06.781693,POL0056,view_fir,FIR/425/2026,IPC Section 420,nafis_records,Public,49.252.66.16,Chennai,Mobile Device,success,93
2025-09-04T05:33:06.781697,POL0034,issue_warrant,FIR/782/2025,IT Act,warrants,Confidential,123.112.84.170,Mumbai,Police Terminal,denied,58
2025-12-03T08:48:06.781703,POL0005,access_evidence,FIR/907/2025,NDPS Act,nafis_records,Public,49.80.103.153,Hyderabad,Mobile Device,success,48
2025-10-09T09:55:06.781708,POL0004,view_fir,FIR/587/2026,Traffic Violation,nafis_records,Restricted,117.219.135.57,Delhi,Police Terminal,denied,33
2026-01-20T03:14:06.781712,POL0032,nafis_search,FIR/833/2024,Traffic Violation,cctns_database,Public,123.31.160.27,Kolkata,Mobile Device,success,60
2025-09-09T04:38:06.781718,POL0031,view_fir,FIR/967/2025,IPC Section 420,fir_records,Public,106.73.198.199,Indore,Police Terminal,success,65
2025-11-01T07:59:06.781723,POL0021,access_evidence,FIR/65/2025,NDPS Act,cctns_database,Restricted,49.17.118.247,Mumbai,Police Terminal,success,88
2026-01-11T11:13:06.781728,POL0070,nafis_search,FIR/305/2026,IPC Section 420,cctns_database,Confidential,27.78.29.221,Bhopal,Vehicle MDT,success,47
2025-10-28T04:38:06.781733,POL0053,run_criminal_check,FIR/605/2025,IT Act,cctns_database,Confidential,106.64.146.17,Vadodara,Mobile Device,success,55
2025-10-20T12:35:06.781739,POL0073,access_evidence,FIR/622/2025,IPC Section 302,nafis_records,Confidential,49.55.96.61,Vadodara,Vehicle MDT,success,34
2025-09-26T09:22:06.781745,POL0026,nafis_search,FIR/414/2024,IPC Section 420,fir_records,Restricted,115.237.5.206,Hyderabad,Mobile Device,success,38
2025-08-29T01:27:06.781750,POL0078,close_case,FIR/483/2026,Traffic Violation,evidence_locker,Public,115.75.250.120,Jaipur,Mobile Device,success,77
2025-10-11T11:12:06.781755,POL0023,update_case_status,FIR/903/2025,Traffic Violation,warrants,Restricted,115.97.132.73,Bhopal,Mobile Device,success,45
2025-10-29T04:52:06.781760,POL0015,nafis_search,FIR/832/2024,IPC Section 420,warrants,Restricted,117.80.181.54,Indore,Police Terminal,success,68
2026-01-19T06:39:06.781765,POL0054,close_case,FIR/680/2026,IPC Section 302,evidence_locker,Confidential,27.137.151.145,Hyderabad,Mobile Device,success,25
2025-09-25T08:39:06.781770,POL0053,access_evidence,FIR/173/2026,Traffic Violation,fir_records,Restricted,27.9.7.10,Bhopal,Mobile Device,success,77
2025-12-03T01:36:06.781775,POL0008,issue_warrant,FIR/808/2026,NDPS Act,nafis_records,Public,103.28.113.205,Kolkata,Police Terminal,success,92
2025-12-20T10:15:06.781779,POL0017,cctns_search,FIR/352/2024,NDPS Act,nafis_records,Confidential,115.9.35.155,Kochi,Police Terminal,success,5
2025-10-22T05:01:06.781784,POL0069,nafis_search,FIR/929/2025,NDPS Act,warrants,Public,123.169.208.27,Bangalore,Vehicle MDT,success,66
2025-12-14T13:59:06.781789,POL0012,cctns_search,FIR/187/2026,IPC Section 302,evidence_locker,Restricted,1.252.139.8,Bangalore,Mobile Device,success,60
2025-10-13T01:12:06.781793,POL0037,issue_warrant,FIR/745/2024,IPC Section 302,evidence_locker,Restricted,1.245.235.119,Kolkata,Police Terminal,denied,24
2025-11-10T23:00:06.781798,POL0074,run_criminal_check,FIR/254/2026,IPC Section 420,cctns_database,Public,115.173.4.62,Chandigarh,Mobile Device,success,71
2025-11-09T04:22:06.781803,POL0002,view_fir,FIR/719/2025,IT Act,fir_records,Confidential,49.132.44.213,Kochi,Vehicle MDT,success,45
2025-11-20T15:06:06.781808,POL0056,close_case,FIR/415/2024,IPC Section 302,warrants,Public,115.142.191.221,Bhopal,Vehicle MDT,success,50
2025-10-28T05:20:06.781813,POL0064,view_fir,FIR/764/2026,IPC Section 420,cctns_database,Confidential,103.74.159.9,Mumbai,Vehicle MDT,denied,2
2026-01-26T00:23:06.781819,POL0045,issue_warrant,FIR/909/2026,IPC Section 302,nafis_records,Public,1.115.163.36,Jaipur,Police Terminal,success,88
2025-09-02T23:32:06.781823,POL0068,issue_warrant,FIR/589/2025,NDPS Act,fir_records,Confidential,1.222.150.233,Mumbai,Mobile Device,success,53
2025-10-14T18:56:06.781828,POL0070,nafis_search,FIR/489/2025,IPC Section 302,cctns_database,Confidential,49.16.99.6,Kochi,Vehicle MDT,success,44
2025-11-20T09:36:06.781833,POL0035,issue_warrant,FIR/257/2024,IPC Section 302,warrants,Confidential,117.251.142.140,Hyderabad,Vehicle MDT,success,33
2025-08-27T13:43:06.781839,POL0026,update_case_status,FIR/343/2026,IPC Section 420,nafis_records,Confidential,27.69.11.50,Coimbatore,Mobile Device,success,25
2025-12-29T12:15:06.781844,POL0046,view_fir,FIR/423/2024,IPC Section 420,evidence_locker,Confidential,106.83.135.132,Delhi,Vehicle MDT,success,32
2025-12-22T02:26:06.781849,POL0072,issue_warrant,FIR/903/2026,IT Act,cctns_database,Public,27.112.19.210,Nagpur,Vehicle MDT,success,18
2025-12-10T06:43:06.781854,POL0071,access_evidence,FIR/942/2025,IPC Section 420,evidence_locker,Public,27.196.56.158,Ahmedabad,Police Terminal,success,19
2025-11-15T17:55:06.781859,POL0020,access_evidence,FIR/169/2025,IT Act,fir_records,Confidential,103.20.163.234,Hyderabad,Police Terminal,denied,15
2025-10-27T11:11:06.781864,POL0018,nafis_search,FIR/358/2026,NDPS Act,evidence_locker,Confidential,123.15.31.109,Bhopal,Vehicle MDT,success,46
2025-10-20T14:44:06.781868,POL0054,update_case_status,FIR/58/2024,NDPS Act,nafis_records,Public,1.96.51.4,Delhi,Vehicle MDT,success,15
2026-02-14T13:35:06.781873,POL0055,nafis_search,FIR/819/2026,Traffic Violation,fir_records,Restricted,115.123.95.33,Kolkata,Vehicle MDT,success,0
2025-10-29T02:26:06.781878,POL0052,cctns_search,FIR/615/2025,IT Act,evidence_locker,Confidential,27.118.156.134,Chennai,Vehicle MDT,success,28
2025-10-05T13:42:06.781883,POL0001,issue_warrant,FIR/743/2024,IT Act,fir_records,Public,115.211.223.89,Pune,Vehicle MDT,success,80
2026-02-09T13:56:06.781888,POL0047,run_criminal_check,FIR/589/2025,NDPS Act,warrants,Restricted,49.218.75.240,Chennai,Vehicle MDT,denied,16
2025-10-02T04:13:06.781892,POL0075,close_case,FIR/511/2024,Traffic Violation,nafis_records,Public,123.186.46.43,Mumbai,Mobile Device,denied,75
2026-01-09T19:40:06.781897,POL0067,access_evidence,FIR/302/2025,IPC Section 420,cctns_database,Public,27.176.164.185,Pune,Mobile Device,success,21
2025-10-03T19:49:06.781902,POL0056,cctns_search,FIR/710/2025,Traffic Violation,evidence_locker,Restricted,1.105.89.96,Kolkata,Vehicle MDT,success,69
2025-11-26T13:03:06.781907,POL0071,cctns_search,FIR/473/2026,IPC Section 420,evidence_locker,Restricted,27.127.48.4,Bangalore,Police Terminal,success,9
2026-02-13T22:04:06.781911,POL0033,access_evidence,FIR/674/2025,Traffic Violation,fir_records,Restricted,117.51.8.162,Kolkata,Mobile Device,success,41
2025-10-19T12:39:06.781917,POL0045,close_case,FIR/448/2025,IPC Section 420,fir_records,Public,115.252.16.241,Surat,Police Terminal,success,79
2026-01-27T22:12:06.781922,POL0055,cctns_search,FIR/629/2026,NDPS Act,warrants,Confidential,103.182.160.198,Ahmedabad,Mobile Device,success,53
2025-12-27T20:33:06.781927,POL0050,view_fir,FIR/58/2026,NDPS Act,evidence_locker,Restricted,49.34.84.121,Coimbatore,Vehicle MDT,success,60
2025-09-08T16:54:06.781932,POL0024,run_criminal_check,FIR/931/2026,NDPS Act,warrants,Public,106.17.86.117,Kanpur,Vehicle MDT,success,59
2025-10-01T00:08:06.781936,POL0038,issue_warrant,FIR/420/2025,IT Act,evidence_locker,Public,106.48.124.56,Kochi,Police Terminal,success,90
2025-12-24T17:43:06.781941,POL0002,nafis_search,FIR/794/2025,IPC Section 302,cctns_database,Restricted,49.64.254.198,Mumbai,Mobile Device,success,66
2025-11-02T08:02:06.781946,POL0037,close_case,FIR/547/2025,IPC Section 420,cctns_database,Public,123.34.201.199,Vadodara,Vehicle MDT,success,86
2025-10-16T16:19:06.781950,POL0035,run_criminal_check,FIR/495/2025,IT Act,warrants,Public,123.61.197.254,Hyderabad,Mobile Device,success,88
2026-02-13T07:37:06.781954,POL0025,nafis_search,FIR/255/2024,Traffic Violation,cctns_database,Public,49.84.217.56,Coimbatore,Mobile Device,success,1
2025-11-20T03:20:06.781959,POL0075,update_case_status,FIR/1/2025,NDPS Act,cctns_database,Confidential,49.12.176.63,Mumbai,Police Terminal,success,83
2025-08-25T00:05:06.781963,POL0037,cctns_search,FIR/767/2025,Traffic Violation,evidence_locker,Public,103.1.168.25,Ahmedabad,Mobile Device,success,98
2026-01-01T15:17:06.781967,POL0069,view_fir,FIR/947/2024,Traffic Violation,nafis_records,Restricted,49.234.86.18,Surat,Vehicle MDT,success,77
2025-11-06T07:42:06.781971,POL0042,issue_warrant,FIR/736/2024,IPC Section 420,nafis_records,Restricted,49.28.76.148,Vadodara,Mobile Device,success,46
2025-11-10T12:26:06.781976,POL0047,close_case,FIR/894/2026,IT Act,fir_records,Public,115.74.176.242,Pune,Vehicle MDT,success,35
2026-02-06T21:28:06.781980,POL0008,cctns_search,FIR/233/2026,IT Act,cctns_database,Restricted,115.99.176.247,Hyderabad,Mobile Device,success,56
2025-10-16T17:41:06.781984,POL0005,close_case,FIR/148/2024,IPC Section 302,cctns_database,Public,49.178.122.19,Jaipur,Police Terminal,success,33
2026-02-01T15:21:06.781988,POL0066,run_criminal_check,FIR/95/2025,IT Act,cctns_database,Confidential,49.82.95.88,Chandigarh,Police Terminal,success,21
2025-10-27T19:01:06.781993,POL0079,access_evidence,FIR/948/2024,Traffic Violation,evidence_locker,Restricted,117.183.177.79,Kanpur,Mobile Device,success,42
2025-12-13T19:14:06.781997,POL0039,update_case_status,FIR/653/2025,IPC Section 420,fir_records,Confidential,49.45.204.254,Hyderabad,Police Terminal,success,98
2025-11-18T17:38:06.782001,POL0042,close_case,FIR/741/2026,NDPS Act,fir_records,Public,123.83.219.229,Surat,Vehicle MDT,success,6
2025-10-12T00:08:06.782005,POL0007,issue_warrant,FIR/84/2025,Traffic Violation,cctns_database,Restricted,106.188.55.80,Coimbatore,Police Terminal,success,17
2025-11-20T15:07:06.782010,POL0075,close_case,FIR/184/2026,NDPS Act,fir_records,Confidential,106.202.227.244,Hyderabad,Vehicle MDT,denied,71
2025-12-23T16:55:06.782014,POL0033,issue_warrant,FIR/245/2024,Traffic Violation,cctns_database,Public,27.153.38.81,Kolkata,Vehicle MDT,denied,49
2025-10-16T16:15:06.782018,POL0071,close_case,FIR/437/2025,IPC Section 420,nafis_records,Restricted,103.157.114.91,Ahmedabad,Police Terminal,success,85
2025-09-05T17:14:06.782023,POL0013,cctns_search,FIR/201/2026,IPC Section 302,cctns_database,Confidential,27.214.137.77,Kochi,Vehicle MDT,success,61
2025-09-12T09:02:06.782027,POL0062,run_criminal_check,FIR/778/2025,NDPS Act,nafis_records,Confidential,49.130.177.20,Jaipur,Mobile Device,success,69
2026-02-11T16:48:06.782031,POL0015,issue_warrant,FIR/557/2025,IPC Section 420,nafis_records,Public,115.168.173.196,Delhi,Vehicle MDT,success,63
2026-02-11T20:30:06.782036,POL0051,update_case_status,FIR/698/2024,IPC Section 302,fir_records,Confidential,117.164.53.222,Hyderabad,Vehicle MDT,success,39
2025-08-30T17:40:06.782040,POL0018,view_fir,FIR/679/2026,IPC Section 420,nafis_records,Confidential,123.91.30.129,Indore,Mobile Device,denied,62
2025-09-23T23:32:06.782044,POL0047,close_case,FIR/227/2024,Traffic Violation,nafis_records,Confidential,103.102.105.80,Pune,Vehicle MDT,success,45
2025-09-09T00:39:06.782048,POL0072,nafis_search,FIR/568/2024,IPC Section 420,fir_records,Public,123.81.225.135,Mumbai,Vehicle MDT,success,48
2025-09-20T00:43:06.782053,POL0017,cctns_search,FIR/853/2024,Traffic Violation,fir_records,Confidential,49.1.131.202,Surat,Vehicle MDT,success,9
2026-01-05T16:19:06.782057,POL0063,issue_warrant,FIR/103/2025,NDPS Act,cctns_database,Public,27.214.73.19,Kochi,Vehicle MDT,success,47
2026-02-03T23:38:06.782061,POL0034,update_case_status,FIR/985/2024,IPC Section 302,nafis_records,Confidential,49.31.72.9,Jaipur,Police Terminal,success,4
2025-11-07T02:51:06.782065,POL0054,cctns_search,FIR/639/2024,IPC Section 302,cctns_database,Restricted,27.209.244.106,Jaipur,Mobile Device,success,8
2025-12-30T12:24:06.782070,POL0008,view_fir,FIR/334/2025,IPC Section 420,fir_records,Restricted,103.213.23.35,Indore,Police Terminal,success,64
2025-10-05T11:54:06.782074,POL0044,update_case_status,FIR/900/2026,IT Act,cctns_database,Confidential,115.94.185.20,Lucknow,Police Terminal,success,52
2025-11-17T03:55:06.782078,POL0060,close_case,FIR/138/2024,IPC Section 302,fir_records,Public,27.154.172.35,Jaipur,Vehicle MDT,success,23
2025-11-26T02:53:06.782083,POL0056,nafis_search,FIR/46/2024,IT Act,fir_records,Confidential,106.43.192.205,Hyderabad,Mobile Device,success,44
2025-12-09T09:26:06.782087,POL0007,access_evidence,FIR/888/2026,NDPS Act,nafis_records,Confidential,27.85.145.19,Bangalore,Vehicle MDT,success,38
2025-10-01T06:49:06.782092,POL0049,access_evidence,FIR/114/2026,Traffic Violation,fir_records,Confidential,117.14.32.153,Hyderabad,Vehicle MDT,success,61
2025-11-02T21:27:06.782097,POL0002,nafis_search,FIR/476/2026,IPC Section 420,evidence_locker,Public,103.76.241.51,Kanpur,Police Terminal,success,32
2025-09-26T20:12:06.782101,POL0071,cctns_search,FIR/790/2024,IT Act,evidence_locker,Confidential,49.21.38.169,Surat,Mobile Device,success,6
2025-10-11T12:04:06.782106,POL0031,run_criminal_check,FIR/853/2026,NDPS Act,fir_records,Confidential,27.151.41.14,Kolkata,Vehicle MDT,success,64
2025-09-23T03:16:06.782111,POL0009,issue_warrant,FIR/941/2025,Traffic Violation,cctns_database,Public,1.245.222.74,Surat,Mobile Device,success,90
2025-10-28T10:26:06.782115,POL0056,issue_warrant,FIR/897/2026,IPC Section 302,fir_records,Restricted,117.8.32.77,Jaipur,Police Terminal,denied,43
2025-10-13T08:28:06.782120,POL0054,view_fir,FIR/458/2026,IPC Section 302,nafis_records,Confidential,1.78.120.161,Ahmedabad,Mobile Device,success,46
