timestamp,user_id,action,file_number,resource,classification,rti_applicable,ip_address,location,device,status,risk_score
2025-11-13T04:33:06.800625,GOV0035,digidocker_search,2/F.No/43/2024,digidocker,Secret,False,27.148.196.6,Delhi,NIC Laptop,success,60
2026-02-02T05:47:06.800629,GOV0024,digidocker_search,328/F.No/20/2024,financial_records,Secret,False,49.225.71.22,Kolkata,Government Workstation,success,81
2025-11-21T03:34:06.800634,GOV0103,view_file,932/F.No/38/2026,financial_records,Confidential,True,27.48.181.105,Bangalore,Government Workstation,success,6
2025-10-26T06:04:06.800638,GOV0061,digidocker_search,76/F.No/5/2024,digidocker,Unclassified,True,106.100.252.221,Kolkata,NIC Laptop,success,22
2025-12-07T02:45:06.800643,GOV0084,access_eoffice,5/F.No/43/2024,rti_portal,Unclassified,False,123.51.75.28,Chennai,Mobile,success,8
2025-11-18T08:25:06.800647,GOV0094,access_eoffice,538/F.No/44/2025,eoffice,Confidential,False,117.126.68.76,Kolkata,Mobile,success,40
2025-12-15T03:16:06.800652,GOV0061,create_noting,550/F.No/12/2024,citizen_database,Secret,True,1.225.30.160,Delhi,Mobile,success,25
2025-11-18T03:56:06.800657,GOV0083,create_noting,625/F.No/9/2026,rti_portal,Confidential,True,115.42.127.86,Delhi,NIC Laptop,success,59
2025-11-05T01:06:06.800662,GOV0076,rtionline_response,796/F.No/23/2026,digidocker,Confidential,False,106.172.221.204,Delhi,Mobile,success,29
2026-01-31T02:26:06.800667,GOV0009,rtionline_response,226/F.No/2/2025,rti_portal,Unclassified,True,49.27.249.53,Mumbai,NIC Laptop,success,83
2025-12-14T07:38:06.800672,GOV0089,access_eoffice,932/F.No/44/2026,eoffice,Unclassified,False,27.105.163.221,Bangalore,NIC Laptop,success,96
2026-02-11T01:57:06.800677,GOV0069,access_eoffice,583/F.No/50/2024,rti_portal,Restricted,False,103.183.208.252,Chennai,Government Workstation,success,88
2025-11-11T01:26:06.800681,GOV0090,view_file,53/F.No/32/2024,citizen_database,Unclassified,False,106.65.162.25,Kolkata,NIC Laptop,success,49
2025-11-23T07:42:06.800686,GOV0044,create_noting,929/F.No/17/2025,eoffice,Secret,True,123.39.126.22,Mumbai,Mobile,success,9
2025-12-20T09:16:06.800692,GOV0006,approve_proposal,6/F.No/26/2024,digidocker,Restricted,True,27.205.114.97,Delhi,NIC Laptop,success,90
2025-12-19T09:06:06.800697,GOV0044,approve_proposal,694/F.No/37/2025,digidocker,Confidential,False,49.138.229.168,Delhi,NIC Laptop,denied,90
2026-01-06T09:03:06.800701,GOV0112,create_noting,12/F.No/41/2025,digidocker,Restricted,True,103.66.159.233,Bangalore,NIC Laptop,denied,18
2026-01-13T06:34:06.800706,GOV0106,approve_proposal,472/F.No/18/2025,rti_portal,Secret,False,27.237.203.153,Delhi,Mobile,success,9
2026-01-03T02:21:06.800712,GOV0034,digidocker_search,660/F.No/50/2025,rti_portal,Unclassified,False,49.254.146.185,Bangalore,Mobile,success,48
2025-11-22T03:32:06.800716,GOV0027,access_eoffice,197/F.No/16/2025,financial_records,Secret,True,117.17.175.198,Chennai,Mobile,success,7
2026-02-03T00:38:06.800721,GOV0053,access_eoffice,604/F.No/46/2024,digidocker,Restricted,False,103.124.1.72,Bangalore,Government Workstation,success,26
2026-02-16T02:12:06.800726,GOV0073,create_noting,175/F.No/22/2026,financial_records,Unclassified,True,103.215.231.88,Kolkata,Government Workstation,success,91
2025-10-30T01:25:06.800731,GOV0054,rtionline_response,161/F.No/9/2025,financial_records,Restricted,False,115.174.51.231,Chennai,Mobile,success,82
2025-10-29T07:01:06.800736,GOV0081,create_noting,362/F.No/40/2025,rti_portal,Secret,False,27.121.175.111,Kolkata,Mobile,success,17
2025-12-23T08:33:06.800741,GOV0015,access_eoffice,620/F.No/35/2025,citizen_database,Unclassified,False,115.106.32.48,Chennai,Mobile,success,14
2026-01-22T01:08:06.800745,GOV0021,digidocker_search,967/F.No/32/2024,citizen_database,Restricted,False,115.33.174.206,Mumbai,Mobile,success,32
2025-10-22T08:06:06.800750,GOV0026,access_eoffice,322/F.No/30/2026,eoffice,Secret,False,123.98.235.203,Chennai,Government Workstation,success,1
2025-11-28T00:48:06.800755,GOV0086,digidocker_search,70/F.No/36/2024,financial_records,Secret,True,123.84.102.50,Kolkata,NIC Laptop,success,44
2025-11-30T09:01:06.800761,GOV0082,approve_proposal,730/F.No/16/2024,eoffice,Confidential,True,117.99.190.213,Bangalore,Government Workstation,success,86
2026-02-03T08:27:06.800768,GOV0039,parivahan_access,294/F.No/48/2025,rti_portal,Confidential,False,115.193.128.241,Bangalore,NIC Laptop,success,100
2026-01-12T01:58:06.800773,GOV0043,parivahan_access,301/F.No/7/2024,rti_portal,Restricted,False,103.47.135.122,Delhi,Government Workstation,success,20
2026-01-14T01:36:06.800777,GOV0043,access_eoffice,723/F.No/4/2024,financial_records,Unclassified,True,106.220.85.181,Kolkata,Government Workstation,success,29
2026-01-02T04:01:06.800782,GOV0092,view_file,806/F.No/46/2024,rti_portal,Secret,False,115.77.249.251,Kolkata,Government Workstation,success,74
2026-01-06T05:38:06.800787,GOV0115,create_noting,926/F.No/47/2024,financial_records,Secret,False,117.4.67.84,Bangalore,NIC Laptop,success,32
2025-11-14T07:13:06.800792,GOV0005,parivahan_access,244/F.No/6/2026,rti_portal,Unclassified,True,115.153.85.33,Bangalore,Government Workstation,success,17
2025-12-18T00:44:06.800797,GOV0056,create_noting,56/F.No/49/2025,financial_records,Secret,True,27.63.245.7,Bangalore,Mobile,success,76
2025-12-13T01:52:06.800802,GOV0058,access_eoffice,544/F.No/49/2025,rti_portal,Restricted,False,27.34.80.229,Mumbai,Mobile,success,25
2025-10-31T01:47:06.800807,GOV0105,create_noting,223/F.No/43/2025,financial_records,Confidential,True,123.174.253.167,Delhi,NIC Laptop,success,72
2026-02-06T04:24:06.800812,GOV0103,view_file,803/F.No/14/2025,rti_portal,Unclassified,True,49.7.82.77,Mumbai,Government Workstation,success,60
2026-01-17T00:11:06.800817,GOV0079,create_noting,73/F.No/25/2026,digidocker,Confidential,True,123.221.108.119,Bangalore,NIC Laptop,success,14
2026-02-07T07:52:06.800823,GOV0062,create_noting,807/F.No/5/2025,financial_records,Restricted,True,103.169.41.142,Bangalore,Government Workstation,success,72
2026-02-12T06:25:06.800828,GOV0045,view_file,342/F.No/4/2026,eoffice,Unclassified,False,1.157.5.3,Delhi,Mobile,success,49
2026-01-26T06:09:06.800833,GOV0100,parivahan_access,948/F.No/39/2025,citizen_database,Confidential,False,27.23.236.39,Bangalore,Mobile,success,51
2026-01-14T04:51:06.800837,GOV0119,digidocker_search,370/F.No/27/2026,digidocker,Restricted,False,103.82.217.98,Chennai,Mobile,success,75
2025-11-01T01:44:06.800842,GOV0027,digidocker_search,319/F.No/35/2024,financial_records,Restricted,False,117.57.105.245,Chennai,NIC Laptop,success,0
2025-11-09T00:54:06.800848,GOV0089,parivahan_access,690/F.No/3/2024,rti_portal,Unclassified,True,117.99.143.147,Kolkata,Mobile,success,49
2026-02-17T09:02:06.800853,GOV0087,create_noting,63/F.No/31/2024,eoffice,Secret,False,115.57.231.218,Mumbai,NIC Laptop,success,12
2026-02-09T09:40:06.800857,GOV0018,parivahan_access,534/F.No/28/2026,rti_portal,Restricted,False,103.89.28.98,Bangalore,Government Workstation,success,26
2026-01-01T09:48:06.800863,GOV0019,create_noting,95/F.No/16/2024,citizen_database,Confidential,False,115.46.217.109,Chennai,NIC Laptop,success,72
2025-11-09T06:20:06.800868,GOV0102,create_noting,391/F.No/7/2025,eoffice,Confidential,False,103.197.248.248,Mumbai,NIC Laptop,success,74
2026-02-07T01:22:06.800872,GOV0107,rtionline_response,644/F.No/34/2025,eoffice,Unclassified,False,123.234.137.244,Delhi,Government Workstation,success,25
2025-10-30T06:39:06.800877,GOV0021,parivahan_access,991/F.No/34/2025,eoffice,Unclassified,False,49.155.114.242,Mumbai,Mobile,success,51
2025-11-24T04:12:06.800882,GOV0012,approve_proposal,324/F.No/29/2026,financial_records,Restricted,True,117.65.57.61,Chennai,Government Workstation,success,3
2026-01-14T08:09:06.800887,GOV0011,rtionline_response,55/F.No/43/2026,citizen_database,Confidential,True,115.17.182.230,Chennai,Mobile,success,0
2026-02-10T01:51:06.800892,GOV0117,create_noting,589/F.No/39/2024,digidocker,Confidential,True,117.128.158.42,Kolkata,NIC Laptop,success,36
2025-11-30T08:30:06.800897,GOV0118,access_eoffice,391/F.No/2/2024,digidocker,Restricted,True,123.177.81.149,Delhi,NIC Laptop,success,64
2026-02-15T02:48:06.800902,GOV0090,digidocker_search,94/F.No/50/2024,financial_records,Restricted,True,1.35.187.211,Mumbai,Government Workstation,success,58
2025-11-10T09:15:06.800907,GOV0039,digidocker_search,175/F.No/50/2024,rti_portal,Restricted,True,49.34.100.192,Kolkata,NIC Laptop,denied,10
2026-01-17T04:28:06.800912,GOV0111,view_file,126/F.No/41/2024,digidocker,Unclassified,False,123.165.28.77,Kolkata,NIC Laptop,success,2
2026-02-04T04:29:06.800917,GOV0086,view_file,831/F.No/4/2024,digidocker,Unclassified,False,103.160.4.76,Bangalore,Mobile,success,47
2025-12-13T02:33:06.800922,GOV0064,rtionline_response,850/F.No/38/2026,citizen_database,Unclassified,True,123.20.192.16,Kolkata,Government Workstation,success,28
2025-11-04T08:36:06.800927,GOV0061,parivahan_access,499/F.No/30/2025,citizen_database,Unclassified,False,103.144.24.112,Chennai,NIC Laptop,success,40
2025-11-13T03:17:06.800931,GOV0046,digidocker_search,625/F.No/44/2026,eoffice,Unclassified,False,27.82.138.195,Delhi,NIC Laptop,denied,96
2026-01-31T02:35:06.800936,GOV0110,parivahan_access,261/F.No/47/2025,eoffice,Restricted,True,1.29.208.93,Chennai,Mobile,success,18
2026-01-26T06:21:06.800941,GOV0008,access_eoffice,315/F.No/3/2025,financial_records,Unclassified,True,123.42.253.103,Kolkata,Mobile,success,34
2026-01-17T07:17:06.800946,GOV0116,view_file,92/F.No/27/2024,rti_portal,Restricted,True,123.207.254.94,Kolkata,Mobile,success,6
2026-01-26T03:42:06.800951,GOV0066,access_eoffice,436/F.No/45/2024,citizen_database,Restricted,True,106.83.25.110,Kolkata,Government Workstation,success,87
2025-12-11T02:06:06.800955,GOV0076,digidocker_search,776/F.No/31/2025,financial_records,Unclassified,True,27.213.159.235,Kolkata,Mobile,success,32
2026-02-19T02:40:06.800960,GOV0103,rtionline_response,13/F.No/16/2026,rti_portal,Restricted,True,123.57.96.250,Mumbai,Mobile,success,73
2025-12-11T08:48:06.800965,GOV0047,create_noting,881/F.No/49/2026,financial_records,Confidential,False,106.66.165.75,Mumbai,NIC Laptop,denied,43
2025-11-26T04:34:06.800970,GOV0063,rtionline_response,23/F.No/3/2026,digidocker,Secret,False,49.90.164.89,Kolkata,Mobile,success,6
2025-11-01T01:01:06.800975,GOV0059,parivahan_access,452/F.No/39/2026,citizen_database,Restricted,False,106.52.84.42,Delhi,Mobile,success,4
2026-02-17T02:03:06.800979,GOV0038,parivahan_access,491/F.No/43/2026,digidocker,Secret,True,27.55.190.100,Mumbai,Mobile,success,81
2025-11-26T05:12:06.800984,GOV0038,parivahan_access,269/F.No/1/2025,digidocker,Secret,False,103.196.22.8,Kolkata,NIC Laptop,denied,13
2026-01-17T08:05:06.800988,GOV0045,approve_proposal,286/F.No/11/2026,eoffice,Secret,True,115.178.123.133,Bangalore,Mobile,denied,25
2026-01-21T02:47:06.800993,GOV0116,digidocker_search,803/F.No/31/2026,digidocker,Secret,False,117.179.159.61,Chennai,Mobile,success,95
2025-11-07T02:29:06.800998,GOV0077,view_file,960/F.No/39/2026,eoffice,Secret,False,106.71.56.71,Chennai,Government Workstation,success,76
2025-12-03T01:41:06.801002,GOV0099,create_noting,690/F.No/32/2025,eoffice,Confidential,False,27.189.158.81,Chennai,Government Workstation,success,77
2026-01-14T09:28:06.801007,GOV0096,create_noting,460/F.No/19/2025,eoffice,Secret,False,115.198.62.240,Kolkata,Mobile,success,2
2026-01-13T00:17:06.801011,GOV0076,access_eoffice,521/F.No/26/2025,financial_records,Secret,True,123.174.223.25,Delhi,Government Workstation,success,79
2026-01-27T08:32:06.801016,GOV0035,access_eoffice,198/F.No/33/2024,digidocker,Unclassified,False,1.225.210.142,Kolkata,Mobile,success,37
2025-12-31T01:25:06.801020,GOV0047,view_file,312/F.No/12/2026,rti_portal,Secret,True,27.135.66.14,Kolkata,Government Workstation,success,35
2025-11-18T04:16:06.801025,GOV0082,approve_proposal,876/F.No/16/2024,eoffice,Restricted,False,106.188.11.207,Kolkata,Government Workstation,success,93
2025-11-04T07:59:06.801029,GOV0120,create_noting,804/F.No/8/2026,digidocker,Unclassified,True,115.219.117.114,Delhi,Mobile,success,96
2026-02-11T05:06:06.801034,GOV0104,rtionline_response,624/F.No/14/2024,eoffice,Secret,False,123.105.103.116,Bangalore,NIC Laptop,success,83
2025-12-12T03:06:06.801038,GOV0102,parivahan_access,358/F.No/29/2026,digidocker,Secret,False,106.85.235.62,Delhi,Mobile,success,92
2026-01-31T01:35:06.801043,GOV0007,create_noting,158/F.No/32/2024,financial_records,Secret,False,27.38.177.213,Bangalore,NIC Laptop,success,51
2026-02-06T04:16:06.801047,GOV0062,rtionline_response,973/F.No/45/2024,financial_records,Unclassified,False,27.131.208.170,Mumbai,Government Workstation,success,81
2026-01-02T07:52:06.801052,GOV0001,digidocker_search,839/F.No/42/2025,rti_portal,Confidential,False,123.230.63.238,Chennai,Government Workstation,success,35
2025-12-10T07:26:06.801057,GOV0010,view_file,598/F.No/7/2026,digidocker,Secret,False,27.185.218.52,Mumbai,Government Workstation,success,55
2026-01-28T00:59:06.801062,GOV0038,create_noting,966/F.No/39/2024,eoffice,Restricted,False,1.28.188.186,Chennai,Government Workstation,success,96
2025-11-02T08:56:06.801067,GOV0058,approve_proposal,987/F.No/29/2025,financial_records,Unclassified,True,123.140.128.174,Chennai,NIC Laptop,denied,29
2025-12-09T04:12:06.801072,GOV0093,create_noting,284/F.No/1/2024,digidocker,Restricted,False,123.182.7.139,Delhi,NIC Laptop,success,59
2025-12-27T09:30:06.801077,GOV0012,view_file,320/F.No/13/2025,financial_records,Restricted,True,103.72.143.50,Bangalore,NIC Laptop,success,98
2025-12-18T09:16:06.801082,GOV0093,view_file,396/F.No/27/2026,financial_records,Unclassified,False,123.217.118.166,Bangalore,Mobile,success,96
2026-01-07T05:07:06.801087,GOV0110,view_file,535/F.No/19/2026,rti_portal,Restricted,False,103.110.236.129,Chennai,Government Workstation,success,34
2026-01-17T07:23:06.801092,GOV0085,access_eoffice,750/F.No/43/2025,citizen_database,Secret,True,117.231.203.176,Mumbai,Government Workstation,success,23
2025-11-06T09:04:06.801097,GOV0066,digidocker_search,15/F.No/36/2026,digidocker,Confidential,True,117.57.26.150,Delhi,NIC Laptop,success,69
2026-02-14T00:12:06.801102,GOV0083,view_file,853/F.No/20/2026,rti_portal,Unclassified,False,103.12.85.194,Mumbai,Mobile,success,61
2025-12-17T01:29:06.801107,GOV0025,digidocker_search,263/F.No/35/2026,financial_records,Unclassified,True,103.99.34.60,Delhi,NIC Laptop,success,26
2025-12-22T08:19:06.801112,GOV0046,access_eoffice,384/F.No/40/2024,rti_portal,Restricted,False,1.193.19.234,Mumbai,Government Workstation,success,53
2026-02-17T09:40:06.801117,GOV0094,parivahan_access,222/F.No/24/2024,financial_records,Restricted,False,49.170.76.88,Mumbai,NIC Laptop,denied,23
2026-01-29T05:12:06.801121,GOV0065,rtionline_response,422/F.No/16/2024,rti_portal,Secret,False,123.114.20.20,Kolkata,Government Workstation,success,72
2026-01-13T09:20:06.801126,GOV0027,rtionline_response,409/F.No/40/2026,eoffice,Secret,True,27.248.208.135,Kolkata,Mobile,success,47
2026-01-30T02:01:06.801131,GOV0001,rtionline_response,970/F.No/4/2024,rti_portal,Unclassified,True,123.125.111.184,Delhi,Government Workstation,success,99
2025-12-27T01:35:06.801136,GOV0102,parivahan_access,337/F.No/37/2025,financial_records,Secret,False,123.73.38.198,Kolkata,NIC Laptop,success,66
2025-10-24T02:40:06.801141,GOV0064,approve_proposal,744/F.No/19/2025,eoffice,Unclassified,False,27.87.111.146,Bangalore,Government Workstation,success,86
2026-01-04T06:00:06.801146,GOV0064,parivahan_access,612/F.No/4/2026,citizen_database,Restricted,False,103.175.244.15,Kolkata,NIC Laptop,denied,39
2025-10-26T01:07:06.801151,GOV0094,approve_proposal,806/F.No/14/2025,rti_portal,Restricted,False,106.162.241.179,Kolkata,Government Workstation,success,56
2025-12-24T05:53:06.801157,GOV0054,parivahan_access,462/F.No/8/2024,eoffice,Confidential,True,117.71.165.122,Mumbai,NIC Laptop,success,10
2026-02-07T05:18:06.801162,GOV0005,create_noting,3/F.No/20/2025,rti_portal,Unclassified,True,103.120.178.89,Kolkata,NIC Laptop,success,34
2026-02-19T04:16:06.801167,GOV0012,access_eoffice,145/F.No/22/2026,rti_portal,Confidential,False,49.117.138.36,Kolkata,Government Workstation,success,13
2025-11-15T00:50:06.801172,GOV0119,digidocker_search,658/F.No/23/2024,rti_portal,Unclassified,False,106.9.139.232,Kolkata,Government Workstation,success,65
2026-01-31T09:10:06.801177,GOV0054,approve_proposal,94/F.No/47/2024,digidocker,Restricted,True,1.133.201.104,Kolkata,NIC Laptop,success,47
2026-01-09T00:10:06.801182,GOV0037,digidocker_search,397/F.No/40/2024,rti_portal,Unclassified,False,117.214.123.92,Delhi,Mobile,success,48
2025-12-23T01:14:06.801187,GOV0046,create_noting,134/F.No/3/2025,eoffice,Confidential,False,103.205.136.104,Delhi,NIC Laptop,success,95
2026-02-11T07:44:06.801192,GOV0117,create_noting,131/F.No/30/2025,eoffice,Confidential,False,49.223.75.250,Chennai,Mobile,success,33
2026-02-11T03:20:06.801197,GOV0008,approve_proposal,715/F.No/30/2025,eoffice,Unclassified,True,49.97.229.70,Mumbai,NIC Laptop,success,32
2025-12-02T02:16:06.801202,GOV0011,access_eoffice,19/F.No/7/2025,eoffice,Confidential,False,115.199.222.226,Bangalore,Government Workstation,success,91
2025-11-21T06:42:06.801206,GOV0099,access_eoffice,243/F.No/14/2025,financial_records,Secret,False,123.39.78.237,Kolkata,Mobile,success,34
2025-11-13T02:51:06.801211,GOV0055,create_noting,89/F.No/13/2026,rti_portal,Secret,True,1.241.228.43,Mumbai,NIC Laptop,denied,46
2026-02-07T06:36:06.801217,GOV0029,parivahan_access,502/F.No/21/2024,citizen_database,Restricted,False,123.188.210.203,Kolkata,Mobile,success,87
2025-12-04T01:46:06.801221,GOV0102,approve_proposal,122/F.No/37/2026,citizen_database,Secret,False,49.34.14.39,Mumbai,Mobile,success,92
2025-10-22T08:49:06.801226,GOV0083,approve_proposal,947/F.No/1/2025,digidocker,Confidential,True,49.51.0.8,Mumbai,Mobile,success,99
2025-12-26T06:53:06.801231,GOV0091,rtionline_response,960/F.No/14/2026,financial_records,Unclassified,True,27.77.254.94,Chennai,Mobile,success,20
2025-12-19T00:21:06.801236,GOV0108,approve_proposal,544/F.No/46/2025,citizen_database,Restricted,True,49.217.206.206,Chennai,NIC Laptop,success,64
2026-02-02T05:20:06.801241,GOV0068,approve_proposal,993/F.No/31/2024,citizen_database,Unclassified,True,1.93.161.30,Bangalore,Government Workstation,success,38
2025-11-07T03:51:06.801246,GOV0023,create_noting,641/F.No/12/2024,financial_records,Secret,False,115.32.136.24,Bangalore,Mobile,success,34
2025-12-09T01:07:06.801251,GOV0093,create_noting,283/F.No/22/2024,rti_portal,Restricted,True,49.181.130.220,Delhi,Government Workstation,success,66
2025-10-24T01:16:06.801256,GOV0101,digidocker_search,375/F.No/33/2026,digidocker,Restricted,False,115.163.169.25,Mumbai,NIC Laptop,success,40
2025-11-14T23:54:06.801261,GOV0075,create_noting,387/F.No/20/2025,rti_portal,Restricted,True,115.53.88.56,Mumbai,Mobile,success,86
2025-11-19T07:18:06.801266,GOV0067,access_eoffice,395/F.No/3/2024,eoffice,Secret,True,123.244.105.53,Kolkata,Mobile,success,13
2026-01-05T09:33:06.801271,GOV0037,rtionline_response,684/F.No/7/2024,citizen_database,Confidential,True,27.57.238.149,Mumbai,NIC Laptop,success,52
2026-01-03T07:06:06.801276,GOV0113,approve_proposal,574/F.No/17/2024,digidocker,Confidential,True,103.106.190.69,Bangalore,NIC Laptop,success,28
2025-10-26T00:09:06.801281,GOV0006,rtionline_response,183/F.No/35/2025,eoffice,Unclassified,False,117.253.228.249,Delhi,Government Workstation,success,88
2025-11-07T23:53:06.801286,GOV0001,approve_proposal,392/F.No/6/2025,financial_records,Confidential,False,27.116.175.187,Mumbai,Government Workstation,success,5
2026-01-10T09:02:06.801291,GOV0039,create_noting,711/F.No/46/2026,rti_portal,Restricted,False,117.222.63.4,Bangalore,Government Workstation,success,9
2026-01-07T05:45:06.801296,GOV0007,parivahan_access,354/F.No/4/2025,digidocker,Restricted,True,103.24.249.123,Mumbai,Government Workstation,success,31
2026-01-27T04:47:06.801301,GOV0041,view_file,560/F.No/31/2025,financial_records,Confidential,False,49.191.41.147,Mumbai,Government Workstation,success,32
2025-12-06T05:16:06.801306,GOV0113,digidocker_search,42/F.No/50/2025,financial_records,Confidential,True,49.193.133.77,Chennai,Government Workstation,success,82
2026-01-01T06:05:06.801311,GOV0111,parivahan_access,767/F.No/37/2026,eoffice,Restricted,False,106.83.216.177,Chennai,Government Workstation,success,96
2025-12-26T00:20:06.801316,GOV0089,create_noting,215/F.No/43/2026,eoffice,Restricted,True,1.47.91.59,Mumbai,Mobile,success,91
2025-11-04T06:06:06.801321,GOV0016,view_file,107/F.No/13/2025,digidocker,Secret,True,117.3.27.73,Delhi,Mobile,denied,36
2026-01-02T03:43:06.801326,GOV0098,view_file,39/F.No/22/2025,rti_portal,Unclassified,False,103.172.233.237,Mumbai,Government Workstation,success,44
2025-12-18T04:51:06.801331,GOV0055,approve_proposal,521/F.No/20/2025,citizen_database,Secret,True,103.159.69.35,Mumbai,Government Workstation,success,45
2025-10-25T08:34:06.801336,GOV0105,parivahan_access,160/F.No/17/2024,financial_records,Unclassified,True,115.90.36.221,Delhi,Government Workstation,success,0
2025-11-15T02:02:06.801341,GOV0017,digidocker_search,811/F.No/40/2026,financial_records,Confidential,False,27.10.212.231,Mumbai,Government Workstation,success,16
2025-12-27T08:24:06.801346,GOV0114,approve_proposal,726/F.No/28/2026,citizen_database,Secret,True,103.174.21.235,Bangalore,Government Workstation,success,63
2026-01-23T05:48:06.801351,GOV0069,approve_proposal,120/F.No/9/2024,financial_records,Unclassified,False,27.213.33.72,Chennai,NIC Laptop,success,98
2025-12-18T03:19:06.801357,GOV0050,rtionline_response,929/F.No/28/2025,financial_records,Restricted,False,49.105.15.17,Bangalore,NIC Laptop,success,6
2026-01-23T09:39:06.801362,GOV0098,access_eoffice,167/F.No/23/2026,financial_records,Unclassified,False,115.87.212.29,Kolkata,Mobile,success,34
2025-11-29T03:19:06.801367,GOV0069,digidocker_search,650/F.No/8/2025,rti_portal,Confidential,False,115.159.140.9,Kolkata,Government Workstation,success,76
2025-11-13T05:09:06.801372,GOV0085,digidocker_search,967/F.No/39/2024,citizen_database,Restricted,True,123.157.173.72,Bangalore,Government Workstation,success,77
2026-01-11T02:19:06.801377,GOV0022,digidocker_search,252/F.No/6/2024,digidocker,Restricted,False,106.127.200.243,Delhi,Mobile,denied,90
2025-12-05T23:56:06.801382,GOV0048,view_file,79/F.No/45/2026,eoffice,Confidential,True,27.121.181.54,Chennai,Mobile,success,15
2025-11-17T07:46:06.801387,GOV0072,approve_proposal,512/F.No/3/2025,citizen_database,Confidential,True,123.103.216.75,Chennai,Government Workstation,success,7
2025-12-05T09:03:06.801392,GOV0056,parivahan_access,770/F.No/1/2024,citizen_database,Confidential,True,27.145.59.17,Kolkata,Mobile,denied,29
2026-01-09T04:50:06.801397,GOV0093,access_eoffice,200/F.No/36/2025,eoffice,Restricted,False,123.131.205.164,Mumbai,Government Workstation,success,67
2026-01-20T09:08:06.801402,GOV0017,parivahan_access,175/F.No/38/2024,digidocker,Unclassified,False,106.157.130.57,Bangalore,Mobile,success,2
2025-11-23T03:58:06.801407,GOV0053,digidocker_search,372/F.No/1/2025,citizen_database,Unclassified,False,123.155.4.148,Kolkata,NIC Laptop,success,47
2026-02-16T01:52:06.801412,GOV0111,parivahan_access,504/F.No/39/2025,rti_portal,Restricted,False,117.193.14.155,Kolkata,Mobile,success,49
2025-11-20T07:25:06.801417,GOV0003,create_noting,525/F.No/18/2025,eoffice,Confidential,False,115.151.29.54,Bangalore,Government Workstation,success,38
2026-01-07T07:07:06.801421,GOV0045,access_eoffice,320/F.No/5/2025,rti_portal,Restricted,True,123.254.20.221,Mumbai,NIC Laptop,success,30
