timestamp,user_id,action,resource,ip_address,location,device,status,amount_inr,transaction_type,risk_score
2025-12-01T03:14:06.714285,BANK0008,approve_loan,kyc_documents,103.176.195.202,Vadodara,Android/Chrome,success,,,52
2026-01-02T07:01:06.714290,BANK0020,rtgs_transfer,reports,115.123.115.77,Chennai,iOS/Safari,denied,590704.0,UPI,53
2026-01-01T06:33:06.714296,BANK0072,approve_loan,transactions,49.40.230.217,Kanpur,Windows/Chrome,success,,,24
2026-01-02T00:11:06.714301,BANK0007,rtgs_transfer,customer_accounts,117.96.111.123,Pune,Android/Chrome,success,954149.0,NEFT,27
2025-12-20T06:05:06.714309,BANK0025,transfer_funds,reports,1.203.122.142,Lucknow,Android/Chrome,success,560572.0,IMPS,39
2025-12-16T02:20:06.714315,BANK0034,upi_transaction,customer_accounts,115.163.104.95,Lucknow,iOS/Safari,success,,,28
2026-02-17T05:14:06.714321,BANK0095,approve_loan,reports,106.151.78.51,Lucknow,MacOS/Safari,success,,,31
2026-01-18T02:03:06.714326,BANK0064,upi_transaction,kyc_documents,115.86.180.44,Chennai,iOS/Safari,success,,,69
2025-12-14T08:56:06.714332,BANK0083,view_account,customer_accounts,103.3.211.36,Ahmedabad,Windows/Chrome,success,,,1
2026-01-03T09:10:06.714337,BANK0028,generate_report,reports,115.249.8.2,Kochi,iOS/Safari,success,,,67
2025-12-13T05:48:06.714342,BANK0093,rtgs_transfer,reports,106.91.54.236,Hyderabad,MacOS/Safari,success,650887.0,IMPS,45
2026-02-09T04:24:06.714348,BANK0035,kyc_verification,kyc_documents,1.115.153.176,Bangalore,Windows/Chrome,success,,,48
2026-02-12T09:05:06.714354,BANK0049,generate_report,transactions,117.255.222.166,Lucknow,Windows/Chrome,denied,,,5
2025-11-23T00:19:06.714359,BANK0030,neft_transfer,loans,103.38.143.231,Kochi,Windows/Chrome,success,892737.0,IMPS,2
2025-12-31T08:30:06.714365,BANK0027,approve_loan,transactions,1.199.169.99,Chennai,Windows/Chrome,success,,,44
2025-12-26T05:56:06.714371,BANK0007,transfer_funds,customer_accounts,49.203.167.8,Jaipur,iOS/Safari,success,374095.0,UPI,55
2026-02-09T00:31:06.714377,BANK0024,kyc_verification,transactions,117.42.137.40,Nagpur,MacOS/Safari,success,,,40
2026-02-08T09:30:06.714383,BANK0047,transfer_funds,kyc_documents,49.138.52.34,Bangalore,MacOS/Safari,success,585041.0,UPI,13
2026-01-05T01:44:06.714388,BANK0004,transfer_funds,reports,49.197.6.75,Indore,iOS/Safari,success,761053.0,RTGS,73
2025-11-24T03:39:06.714394,BANK0067,approve_loan,transactions,27.154.137.127,Chennai,Windows/Chrome,success,,,35
2025-12-20T08:26:06.714399,BANK0054,rtgs_transfer,loans,1.253.100.118,Hyderabad,MacOS/Safari,success,995913.0,UPI,42
2026-01-08T02:28:06.714405,BANK0080,kyc_verification,kyc_documents,123.153.164.155,Pune,iOS/Safari,success,,,50
2025-11-23T02:13:06.714410,BANK0041,rtgs_transfer,transactions,49.192.143.210,Nagpur,Android/Chrome,success,592240.0,RTGS,75
2025-11-24T01:48:06.714416,BANK0070,approve_loan,kyc_documents,1.224.149.213,Bangalore,iOS/Safari,success,,,17
2026-01-20T05:07:06.714422,BANK0082,rtgs_transfer,transactions,106.193.37.115,Chandigarh,iOS/Safari,success,561324.0,UPI,69
2025-11-22T01:11:06.714427,BANK0005,upi_transaction,customer_accounts,117.127.181.43,Chandigarh,Windows/Chrome,success,,,82
2026-01-08T03:43:06.714433,BANK0087,kyc_verification,customer_accounts,117.132.113.131,Vadodara,MacOS/Safari,success,,,50
2026-01-06T09:19:06.714438,BANK0060,approve_loan,customer_accounts,27.212.43.30,Chennai,Android/Chrome,success,,,58
2026-01-06T02:43:06.714444,BANK0027,generate_report,kyc_documents,115.163.34.77,Delhi,Windows/Chrome,success,,,43
2025-11-25T06:50:06.714449,BANK0083,transfer_funds,transactions,123.81.169.144,Indore,iOS/Safari,success,425723.0,RTGS,23
2025-12-31T09:02:06.714455,BANK0082,kyc_verification,reports,1.230.219.100,Mumbai,MacOS/Safari,success,,,96
2025-12-08T07:58:06.714460,BANK0091,transfer_funds,reports,123.187.166.51,Bhopal,Windows/Chrome,success,905539.0,UPI,67
2025-12-05T03:10:06.714466,BANK0082,upi_transaction,kyc_documents,117.178.180.217,Bhopal,MacOS/Safari,success,,,90
2025-11-25T07:29:06.714471,BANK0039,transfer_funds,customer_accounts,1.156.59.47,Kanpur,MacOS/Safari,success,439555.0,RTGS,73
2026-01-27T02:09:06.714477,BANK0050,kyc_verification,reports,123.85.250.74,Chennai,MacOS/Safari,success,,,57
2026-01-05T09:18:06.714482,BANK0080,view_account,transactions,1.196.253.105,Visakhapatnam,iOS/Safari,success,,,56
2026-02-09T00:48:06.714487,BANK0063,approve_loan,transactions,27.16.140.58,Kochi,Android/Chrome,success,,,58
2025-12-11T01:42:06.714493,BANK0073,generate_report,reports,117.137.187.139,Delhi,iOS/Safari,success,,,54
2026-01-12T09:21:06.714498,BANK0014,neft_transfer,loans,49.44.224.222,Hyderabad,MacOS/Safari,success,774443.0,IMPS,90
2026-01-29T00:41:06.714504,BANK0079,kyc_verification,transactions,1.30.179.137,Jaipur,MacOS/Safari,success,,,90
2025-12-08T04:55:06.714509,BANK0038,rtgs_transfer,reports,117.69.210.236,Delhi,Android/Chrome,denied,134051.0,RTGS,31
2026-01-19T03:18:06.714516,BANK0019,upi_transaction,transactions,27.212.192.116,Bangalore,Windows/Chrome,success,,,95
2025-12-23T02:29:06.714521,BANK0036,upi_transaction,reports,103.47.234.163,Kanpur,Windows/Chrome,success,,,50
2026-01-23T02:32:06.714527,BANK0028,kyc_verification,loans,27.172.66.145,Visakhapatnam,Android/Chrome,denied,,,97
2026-02-07T02:48:06.714533,BANK0007,view_account,customer_accounts,123.225.233.1,Indore,MacOS/Safari,failed,,,16
2026-01-30T05:44:06.714539,BANK0084,rtgs_transfer,loans,27.42.190.171,Kolkata,Windows/Chrome,success,321349.0,RTGS,54
2025-11-21T08:49:06.714545,BANK0084,transfer_funds,transactions,115.39.67.152,Ahmedabad,iOS/Safari,success,730386.0,IMPS,15
2025-12-20T08:35:06.714551,BANK0055,approve_loan,kyc_documents,117.52.52.81,Kanpur,Android/Chrome,success,,,99
2025-11-29T07:45:06.714556,BANK0097,approve_loan,reports,103.84.225.90,Pune,MacOS/Safari,denied,,,78
2026-01-23T07:52:06.714562,BANK0088,generate_report,customer_accounts,123.63.196.90,Indore,Android/Chrome,success,,,31
2026-01-19T01:11:06.714567,BANK0036,transfer_funds,reports,27.13.154.53,Vadodara,MacOS/Safari,success,310898.0,NEFT,100
2026-01-01T08:34:06.714573,BANK0031,generate_report,kyc_documents,117.6.184.240,Lucknow,MacOS/Safari,success,,,72
2025-12-12T07:01:06.714579,BANK0054,upi_transaction,kyc_documents,117.8.34.4,Jaipur,MacOS/Safari,success,,,7
2025-12-01T01:00:06.714584,BANK0051,rtgs_transfer,kyc_documents,106.205.42.164,Kochi,MacOS/Safari,success,325960.0,NEFT,65
2025-12-13T04:24:06.714590,BANK0027,approve_loan,reports,117.158.223.187,Ahmedabad,Windows/Chrome,success,,,55
2025-12-03T00:46:06.714595,BANK0015,generate_report,loans,123.61.6.182,Chennai,Windows/Chrome,success,,,44
2026-01-29T04:41:06.714601,BANK0067,rtgs_transfer,loans,117.15.171.207,Indore,Android/Chrome,success,276722.0,NEFT,63
2026-02-12T01:55:06.714607,BANK0059,upi_transaction,reports,123.188.80.66,Hyderabad,Windows/Chrome,success,,,65
2026-02-18T06:47:06.714612,BANK0001,view_account,kyc_documents,49.196.76.46,Delhi,iOS/Safari,success,,,31
2026-01-16T08:13:06.714617,BANK0054,upi_transaction,loans,117.26.91.58,Vadodara,Windows/Chrome,failed,,,8
2026-01-11T04:44:06.714623,BANK0060,rtgs_transfer,reports,115.4.188.52,Surat,Android/Chrome,success,255367.0,UPI,47
2026-01-25T01:01:06.714628,BANK0076,generate_report,transactions,123.3.209.7,Ahmedabad,Android/Chrome,success,,,88
2026-02-19T02:55:06.714634,BANK0002,upi_transaction,loans,117.105.121.108,Visakhapatnam,Windows/Chrome,failed,,,18
2026-02-08T08:51:06.714639,BANK0092,rtgs_transfer,transactions,106.190.234.250,Bangalore,Windows/Chrome,success,669169.0,UPI,9
2025-12-26T07:34:06.714645,BANK0076,view_account,loans,27.161.201.180,Lucknow,Android/Chrome,success,,,29
2026-02-02T00:43:06.714650,BANK0010,neft_transfer,transactions,117.84.230.120,Lucknow,iOS/Safari,success,376691.0,RTGS,57
2026-01-17T08:44:06.714656,BANK0040,generate_report,transactions,27.20.110.214,Lucknow,MacOS/Safari,success,,,31
2025-12-16T09:06:06.714662,BANK0046,kyc_verification,loans,27.89.15.244,Nagpur,iOS/Safari,success,,,70
2025-12-22T07:58:06.714667,BANK0032,transfer_funds,transactions,117.6.31.213,Ahmedabad,MacOS/Safari,success,421040.0,IMPS,87
2025-12-07T00:33:06.714672,BANK0081,transfer_funds,customer_accounts,103.33.101.232,Bhopal,MacOS/Safari,success,889432.0,IMPS,15
2026-02-13T06:50:06.714678,BANK0006,generate_report,reports,106.202.254.8,Nagpur,iOS/Safari,success,,,27
2026-01-15T01:53:06.714683,BANK0024,rtgs_transfer,transactions,103.125.151.128,Indore,iOS/Safari,success,294366.0,UPI,17
2025-11-29T01:34:06.714689,BANK0054,neft_transfer,reports,103.195.183.123,Kochi,iOS/Safari,success,594128.0,IMPS,49
2026-02-16T04:11:06.714695,BANK0035,approve_loan,transactions,103.143.29.208,Visakhapatnam,Android/Chrome,success,,,29
2026-01-19T06:32:06.714701,BANK0021,transfer_funds,reports,103.112.198.91,Kolkata,MacOS/Safari,success,334451.0,IMPS,75
2025-12-09T00:40:06.714707,BANK0004,upi_transaction,reports,1.252.158.45,Visakhapatnam,Windows/Chrome,success,,,29
2026-02-17T01:19:06.714713,BANK0078,neft_transfer,customer_accounts,49.103.66.88,Kolkata,Android/Chrome,success,155887.0,RTGS,99
2026-02-10T04:04:06.714719,BANK0015,upi_transaction,kyc_documents,117.172.154.83,Chennai,MacOS/Safari,success,,,55
2025-11-28T04:38:06.714724,BANK0082,generate_report,reports,49.114.89.97,Surat,Android/Chrome,success,,,93
2025-12-09T09:38:06.714730,BANK0001,kyc_verification,reports,49.113.53.240,Visakhapatnam,MacOS/Safari,success,,,9
2026-01-10T07:09:06.714735,BANK0031,upi_transaction,customer_accounts,49.228.5.68,Pune,MacOS/Safari,success,,,44
2026-02-19T09:25:06.714742,BANK0033,transfer_funds,kyc_documents,106.85.211.127,Nagpur,Android/Chrome,success,107355.0,UPI,100
2026-01-30T02:45:06.714748,BANK0074,neft_transfer,customer_accounts,27.10.163.67,Hyderabad,Windows/Chrome,success,932063.0,UPI,20
2025-12-11T08:28:06.714754,BANK0094,transfer_funds,reports,115.15.220.242,Kolkata,iOS/Safari,success,107176.0,IMPS,26
2025-11-22T01:03:06.714761,BANK0025,kyc_verification,reports,27.144.152.61,Hyderabad,Windows/Chrome,success,,,70
2026-02-13T04:49:06.714766,BANK0063,approve_loan,kyc_documents,117.150.245.52,Hyderabad,Windows/Chrome,success,,,81
2025-12-21T08:30:06.714771,BANK0038,transfer_funds,kyc_documents,115.250.135.24,Kochi,iOS/Safari,success,929506.0,UPI,47
2026-02-14T05:21:06.714777,BANK0024,generate_report,kyc_documents,27.115.137.145,Delhi,MacOS/Safari,success,,,85
2025-11-26T03:58:06.714782,BANK0013,transfer_funds,reports,106.116.31.216,Nagpur,iOS/Safari,failed,721442.0,UPI,73
2026-01-12T08:24:06.714788,BANK0031,generate_report,customer_accounts,123.61.229.45,Kolkata,MacOS/Safari,success,,,16
2026-02-09T03:37:06.714793,BANK0006,kyc_verification,transactions,27.163.34.23,Nagpur,iOS/Safari,success,,,35
2026-02-18T00:12:06.714799,BANK0067,generate_report,reports,106.57.212.39,Chennai,Windows/Chrome,denied,,,72
2026-01-14T00:53:06.714805,BANK0100,transfer_funds,loans,106.135.196.168,Visakhapatnam,iOS/Safari,success,289792.0,UPI,18
2026-02-15T02:53:06.714811,BANK0080,kyc_verification,loans,1.25.243.236,Jaipur,Android/Chrome,success,,,38
2025-12-19T07:54:06.714816,BANK0040,rtgs_transfer,transactions,123.153.226.199,Lucknow,Android/Chrome,success,635366.0,NEFT,24
2025-12-29T02:01:06.714821,BANK0057,neft_transfer,reports,49.28.81.17,Surat,iOS/Safari,success,893647.0,NEFT,22
2026-02-12T06:47:06.714827,BANK0025,neft_transfer,kyc_documents,103.184.101.71,Kanpur,iOS/Safari,success,667275.0,NEFT,87
2026-01-03T02:11:06.714833,BANK0004,neft_transfer,kyc_documents,123.242.179.89,Kolkata,Android/Chrome,success,723312.0,NEFT,36
2026-02-13T06:55:06.714839,BANK0004,kyc_verification,reports,1.113.115.174,Pune,Android/Chrome,success,,,65
2025-12-21T07:08:06.714844,BANK0003,view_account,transactions,103.114.129.156,Surat,Android/Chrome,success,,,48
2026-01-18T06:20:06.714852,BANK0045,generate_report,loans,106.52.3.131,Kanpur,Android/Chrome,success,,,13
2026-01-07T05:09:06.714858,BANK0062,transfer_funds,loans,27.133.152.49,Chennai,MacOS/Safari,denied,845554.0,UPI,84
2026-02-16T02:31:06.714864,BANK0041,approve_loan,loans,106.207.198.189,Delhi,MacOS/Safari,success,,,91
2025-11-26T04:17:06.714869,BANK0029,generate_report,loans,123.92.150.25,Visakhapatnam,MacOS/Safari,success,,,92
2025-11-24T04:08:06.714875,BANK0072,approve_loan,customer_accounts,1.181.114.191,Surat,iOS/Safari,success,,,42
2025-12-07T05:20:06.714880,BANK0048,rtgs_transfer,customer_accounts,115.27.36.121,Pune,Windows/Chrome,denied,401209.0,IMPS,52
2026-02-02T06:28:06.714886,BANK0007,approve_loan,kyc_documents,115.73.161.221,Kolkata,Windows/Chrome,success,,,80
2025-11-30T09:49:06.714891,BANK0023,upi_transaction,kyc_documents,27.107.86.148,Kolkata,iOS/Safari,success,,,99
2025-12-03T03:09:06.714896,BANK0012,approve_loan,kyc_documents,106.219.244.99,Mumbai,Windows/Chrome,success,,,93
2026-01-09T01:37:06.714901,BANK0048,view_account,customer_accounts,103.127.115.178,Kanpur,Android/Chrome,success,,,49
2026-01-29T07:57:06.714907,BANK0065,rtgs_transfer,customer_accounts,27.148.233.187,Vadodara,Android/Chrome,success,721141.0,RTGS,43
2026-01-26T06:51:06.714914,BANK0063,upi_transaction,kyc_documents,103.116.114.187,Chennai,MacOS/Safari,success,,,75
2026-02-04T04:04:06.714919,BANK0065,approve_loan,customer_accounts,106.130.24.153,Delhi,Windows/Chrome,success,,,2
2025-12-28T02:25:06.714925,BANK0007,transfer_funds,customer_accounts,27.242.78.53,Mumbai,Android/Chrome,success,106885.0,IMPS,79
2025-12-28T08:17:06.714930,BANK0078,approve_loan,reports,117.144.58.201,Hyderabad,iOS/Safari,success,,,25
2025-12-15T06:27:06.714936,BANK0100,rtgs_transfer,kyc_documents,27.82.20.141,Visakhapatnam,MacOS/Safari,success,505012.0,IMPS,30
2025-11-26T07:51:06.714941,BANK0001,view_account,customer_accounts,115.76.46.200,Vadodara,Windows/Chrome,success,,,12
2025-12-23T05:33:06.714947,BANK0033,neft_transfer,kyc_documents,103.51.89.224,Delhi,Android/Chrome,success,710641.0,IMPS,54
2026-02-07T09:49:06.714952,BANK0095,transfer_funds,transactions,123.168.183.229,Bhopal,Android/Chrome,denied,98466.0,IMPS,43
2025-12-30T03:20:06.714958,BANK0024,transfer_funds,loans,106.244.215.167,Kolkata,Windows/Chrome,success,762697.0,NEFT,20
2025-12-06T01:58:06.714964,BANK0014,kyc_verification,reports,115.92.194.200,Kanpur,Windows/Chrome,denied,,,93
2025-12-19T07:53:06.714970,BANK0017,generate_report,kyc_documents,115.23.32.67,Lucknow,Windows/Chrome,success,,,86
2025-11-26T04:16:06.714975,BANK0068,neft_transfer,reports,117.221.127.124,Kanpur,iOS/Safari,success,867582.0,NEFT,1
2025-12-17T01:55:06.714981,BANK0083,approve_loan,kyc_documents,123.38.251.83,Ahmedabad,Android/Chrome,failed,,,6
2025-12-11T03:24:06.714988,BANK0065,neft_transfer,transactions,117.235.227.206,Coimbatore,iOS/Safari,success,523669.0,UPI,40
2025-11-28T09:43:06.714993,BANK0016,generate_report,kyc_documents,106.18.0.212,Bangalore,Android/Chrome,denied,,,71
2026-01-07T03:57:06.714999,BANK0027,generate_report,customer_accounts,1.232.169.144,Chandigarh,iOS/Safari,success,,,46
2026-02-05T08:01:06.715004,BANK0092,generate_report,transactions,103.174.181.213,Surat,Android/Chrome,success,,,5
2026-02-02T03:43:06.715010,BANK0022,generate_report,loans,1.96.61.239,Nagpur,MacOS/Safari,success,,,100
2026-02-06T03:47:06.715015,BANK0025,upi_transaction,reports,117.230.234.169,Coimbatore,MacOS/Safari,failed,,,0
2025-12-11T02:56:06.715020,BANK0068,view_account,reports,115.90.88.188,Chennai,Windows/Chrome,success,,,76
2025-12-17T03:23:06.715025,BANK0078,upi_transaction,reports,1.140.203.247,Lucknow,Android/Chrome,success,,,17
2025-12-04T01:30:06.715030,BANK0018,kyc_verification,reports,49.111.102.54,Chandigarh,Android/Chrome,success,,,86
2025-12-17T01:05:06.715036,BANK0017,approve_loan,loans,117.180.245.150,Coimbatore,iOS/Safari,success,,,68
2026-02-18T01:43:06.715042,BANK0037,kyc_verification,customer_accounts,106.74.27.172,Delhi,MacOS/Safari,success,,,100
2025-11-24T05:40:06.715047,BANK0021,rtgs_transfer,customer_accounts,27.104.16.92,Bhopal,Windows/Chrome,success,709340.0,RTGS,95
2026-01-20T00:59:06.715053,BANK0083,kyc_verification,loans,103.195.198.107,Lucknow,Windows/Chrome,success,,,32
2026-01-22T04:01:06.715058,BANK0026,generate_report,reports,1.99.150.115,Kolkata,Windows/Chrome,success,,,22
2026-01-02T09:22:06.715064,BANK0095,transfer_funds,loans,27.66.82.150,Jaipur,Windows/Chrome,success,745163.0,RTGS,5
