timestamp,user_id,action,student_enrollment,resource,semester,academic_year,ip_address,location,device,status,risk_score
2026-02-08T07:57:06.830896,EDU0147,digilocker_verify,2025ME451,digilocker,II,2024-2027,115.83.38.81,Bangalore,Faculty Workstation,success,55
2025-12-18T04:52:06.830901,EDU0024,view_student_record,2025EC313,digilocker,VIII,2026-2025,117.6.75.171,Chandigarh,Mobile,success,23
2026-02-04T04:40:06.830906,EDU0133,enter_marks,2023ME933,attendance,VII,2026-2026,49.72.216.64,Surat,Personal Laptop,success,96
2026-01-04T06:31:06.830912,EDU0163,approve_exam_form,2024CS710,digilocker,V,2024-2024,117.107.18.149,Nagpur,Personal Laptop,success,93
2026-01-26T07:57:06.830917,EDU0017,approve_exam_form,2021ME296,digilocker,IV,2024-2027,106.146.34.18,Pune,Mobile,success,60
2026-02-01T07:55:06.830923,EDU0159,digilocker_verify,2024CE935,marks_entry,VII,2025-2025,106.88.75.175,Visakhapatnam,Faculty Workstation,success,85
2025-12-20T04:35:06.830928,EDU0108,generate_marksheet,2024EC276,attendance,VI,2023-2025,117.67.212.175,Visakhapatnam,Mobile,success,62
2026-02-01T05:32:06.830934,EDU0131,digilocker_verify,2023CS524,transcripts,I,2026-2025,103.202.110.38,Coimbatore,Mobile,success,54
2026-02-02T06:38:06.830939,EDU0074,update_attendance,2020CS564,attendance,VII,2026-2024,117.94.155.5,Coimbatore,Faculty Workstation,denied,0
2026-01-02T08:35:06.830944,EDU0135,access_transcript,2022ME604,marks_entry,VI,2024-2024,49.178.87.249,Lucknow,Personal Laptop,success,36
2026-01-26T08:26:06.830951,EDU0095,generate_marksheet,2021EC858,attendance,I,2025-2024,27.168.185.36,Bangalore,Faculty Workstation,success,56
2025-12-06T03:26:06.830956,EDU0073,generate_marksheet,2022CE176,digilocker,VIII,2024-2025,27.86.219.70,Surat,Faculty Workstation,success,91
2026-01-06T03:12:06.830961,EDU0155,digilocker_verify,2020CS722,marks_entry,VII,2023-2027,103.30.147.112,Kanpur,Faculty Workstation,success,52
2026-01-17T04:34:06.830966,EDU0003,approve_exam_form,2021CS980,transcripts,V,2025-2025,117.156.105.156,Nagpur,Faculty Workstation,success,11
2026-01-05T05:04:06.830971,EDU0133,generate_marksheet,2025CE471,student_records,II,2024-2024,1.89.168.81,Kochi,Personal Laptop,success,98
2025-12-02T02:50:06.830976,EDU0085,update_attendance,2020CE298,transcripts,II,2024-2027,49.152.197.191,Pune,Faculty Workstation,success,69
2026-01-19T09:24:06.830981,EDU0009,enter_marks,2025CS754,transcripts,III,2024-2026,103.203.179.131,Pune,Mobile,success,61
2025-12-12T02:44:06.830986,EDU0105,generate_marksheet,2023ME455,transcripts,VI,2024-2025,49.193.115.196,Chandigarh,Mobile,success,74
2026-01-04T06:06:06.830990,EDU0162,enter_marks,2024CS535,attendance,V,2025-2026,1.57.113.219,Lucknow,Personal Laptop,denied,97
2025-12-19T07:44:06.830995,EDU0050,approve_exam_form,2023CS426,attendance,VI,2025-2026,106.166.220.30,Jaipur,Mobile,success,100
2026-01-16T04:42:06.831000,EDU0010,view_student_record,2026ME784,marks_entry,I,2026-2024,103.98.49.250,Surat,Mobile,success,62
2026-01-28T00:31:06.831005,EDU0073,view_student_record,2025CS290,student_records,II,2024-2027,103.41.219.253,Kochi,Personal Laptop,success,81
2025-11-28T05:03:06.831010,EDU0189,access_transcript,2025CE387,student_records,IV,2026-2027,106.212.41.109,Pune,Personal Laptop,success,29
2026-02-02T01:06:06.831015,EDU0103,approve_exam_form,2025ME256,marks_entry,I,2023-2025,117.127.188.61,Kochi,Faculty Workstation,success,77
2025-11-29T09:43:06.831020,EDU0033,enter_marks,2023CE763,attendance,III,2023-2026,1.194.166.23,Chennai,Mobile,success,36
2026-01-04T02:10:06.831026,EDU0117,view_student_record,2021ME107,marks_entry,V,2026-2027,123.181.224.194,Hyderabad,Faculty Workstation,success,90
2025-11-29T04:15:06.831031,EDU0139,generate_marksheet,2020CS609,student_records,III,2026-2024,1.223.91.247,Mumbai,Faculty Workstation,success,72
2026-02-11T09:02:06.831035,EDU0092,update_attendance,2024EC860,marks_entry,VI,2024-2027,117.68.100.176,Delhi,Personal Laptop,success,53
2026-02-17T01:49:06.831040,EDU0006,approve_exam_form,2022CE693,transcripts,II,2023-2026,106.205.53.28,Nagpur,Mobile,success,22
2026-01-18T01:55:06.831045,EDU0041,update_attendance,2024ME911,transcripts,V,2024-2026,117.211.81.48,Nagpur,Faculty Workstation,success,70
2026-01-25T06:35:06.831050,EDU0146,approve_exam_form,2020EC962,marks_entry,II,2024-2026,123.177.108.215,Vadodara,Faculty Workstation,success,34
2026-01-29T06:00:06.831055,EDU0191,digilocker_verify,2020EC983,marks_entry,III,2023-2025,27.181.113.108,Delhi,Mobile,success,4
2026-01-22T04:21:06.831060,EDU0086,access_transcript,2020CE457,student_records,II,2024-2024,115.62.179.12,Chennai,Mobile,success,0
2026-01-26T01:51:06.831065,EDU0178,view_student_record,2023ME319,marks_entry,IV,2023-2027,123.214.120.243,Mumbai,Personal Laptop,success,25
2026-02-17T06:47:06.831069,EDU0024,approve_exam_form,2024EC411,transcripts,VIII,2025-2025,49.114.94.140,Kochi,Mobile,success,23
2026-02-02T00:26:06.831075,EDU0035,digilocker_verify,2026CE748,student_records,IV,2023-2025,117.152.60.44,Hyderabad,Personal Laptop,denied,93
2025-11-26T09:17:06.831080,EDU0042,digilocker_verify,2021ME110,attendance,V,2024-2024,106.219.228.111,Kolkata,Personal Laptop,success,3
2025-12-23T05:22:06.831085,EDU0060,update_attendance,2020CS804,student_records,III,2023-2027,106.114.231.202,Kolkata,Mobile,success,33
2025-11-27T06:12:06.831092,EDU0098,view_student_record,2020EC122,transcripts,III,2023-2025,115.68.151.31,Jaipur,Mobile,success,47
2026-01-09T05:36:06.831097,EDU0055,generate_marksheet,2023CE497,marks_entry,IV,2023-2026,106.97.114.46,Chandigarh,Mobile,success,3
2026-02-02T08:17:06.831103,EDU0131,enter_marks,2022ME493,student_records,VI,2025-2026,123.0.205.200,Hyderabad,Mobile,success,48
2026-01-05T00:09:06.831108,EDU0141,generate_marksheet,2022EC462,student_records,V,2024-2027,103.80.40.100,Coimbatore,Faculty Workstation,success,28
2026-01-11T01:13:06.831114,EDU0081,approve_exam_form,2024EC724,digilocker,VI,2026-2025,1.175.228.200,Surat,Mobile,success,33
2026-02-16T00:27:06.831119,EDU0142,access_transcript,2024CS719,attendance,IV,2023-2026,1.137.197.174,Kochi,Mobile,success,49
2025-11-22T08:30:06.831124,EDU0072,generate_marksheet,2024ME434,marks_entry,IV,2026-2027,1.119.181.27,Coimbatore,Personal Laptop,success,7
2026-01-14T02:28:06.831129,EDU0106,update_attendance,2024ME901,digilocker,IV,2023-2027,106.66.201.74,Visakhapatnam,Personal Laptop,success,43
2026-01-29T07:50:06.831135,EDU0173,access_transcript,2024CS116,transcripts,VII,2025-2025,117.172.50.87,Nagpur,Personal Laptop,success,23
2025-12-09T06:45:06.831140,EDU0113,access_transcript,2026CS363,digilocker,II,2026-2026,27.105.123.138,Bangalore,Faculty Workstation,success,95
2026-02-03T06:55:06.831145,EDU0195,enter_marks,2024CE454,transcripts,V,2026-2024,123.10.195.1,Bangalore,Personal Laptop,success,77
2025-12-03T03:53:06.831150,EDU0157,enter_marks,2020EC950,transcripts,IV,2023-2026,1.218.159.115,Surat,Faculty Workstation,success,46
2025-12-19T00:35:06.831156,EDU0157,view_student_record,2022CS196,marks_entry,VI,2024-2024,27.152.222.160,Nagpur,Personal Laptop,success,6
2026-01-13T06:24:06.831161,EDU0161,access_transcript,2024CS847,attendance,III,2025-2024,115.127.247.218,Delhi,Faculty Workstation,success,60
2025-12-21T04:13:06.831166,EDU0045,generate_marksheet,2020CE407,marks_entry,III,2026-2026,117.49.88.178,Pune,Faculty Workstation,success,43
2026-01-28T07:24:06.831172,EDU0149,access_transcript,2021CE263,digilocker,II,2023-2026,1.229.202.54,Indore,Personal Laptop,success,68
2026-01-12T00:01:06.831177,EDU0193,generate_marksheet,2022CE644,marks_entry,VI,2025-2027,117.106.4.242,Delhi,Personal Laptop,success,74
2026-01-13T03:35:06.831182,EDU0126,view_student_record,2025CE110,marks_entry,VII,2023-2025,106.62.207.68,Vadodara,Personal Laptop,success,47
2026-01-02T09:09:06.831187,EDU0101,view_student_record,2023CE151,digilocker,IV,2026-2027,1.199.33.15,Hyderabad,Mobile,success,24
2025-12-11T00:29:06.831193,EDU0009,access_transcript,2024ME885,attendance,IV,2026-2024,103.21.236.1,Nagpur,Faculty Workstation,success,94
2025-11-30T03:40:06.831198,EDU0085,enter_marks,2022EC201,digilocker,I,2024-2025,123.141.201.250,Visakhapatnam,Faculty Workstation,success,3
2026-01-06T04:01:06.831204,EDU0108,generate_marksheet,2021EC866,transcripts,II,2023-2024,27.180.183.131,Chandigarh,Faculty Workstation,success,66
2026-01-14T04:56:06.831209,EDU0052,access_transcript,2020ME609,student_records,II,2025-2026,123.217.40.23,Nagpur,Faculty Workstation,success,71
2025-12-16T01:32:06.831215,EDU0063,enter_marks,2024CE375,marks_entry,II,2024-2024,106.68.1.130,Chandigarh,Faculty Workstation,success,49
2026-01-22T08:30:06.831220,EDU0087,digilocker_verify,2023EC475,marks_entry,III,2026-2024,115.84.194.162,Kolkata,Mobile,success,37
2026-01-07T08:19:06.831225,EDU0166,access_transcript,2023CS179,marks_entry,VIII,2024-2024,106.26.135.12,Lucknow,Mobile,success,84
2025-11-26T05:43:06.831231,EDU0188,access_transcript,2024ME766,student_records,VIII,2023-2025,27.120.238.197,Jaipur,Faculty Workstation,success,22
2026-01-04T07:10:06.831237,EDU0116,generate_marksheet,2023CE663,attendance,V,2025-2026,27.220.126.54,Vadodara,Personal Laptop,success,2
2026-01-05T07:01:06.831242,EDU0028,view_student_record,2021ME309,transcripts,VII,2026-2026,117.48.22.39,Delhi,Personal Laptop,success,34
2026-01-28T03:41:06.831248,EDU0153,generate_marksheet,2026CS609,attendance,II,2026-2027,49.150.249.174,Delhi,Mobile,success,24
2025-12-15T01:57:06.831253,EDU0168,access_transcript,2025EC143,attendance,VII,2024-2027,49.159.122.47,Indore,Mobile,success,97
2025-11-27T09:13:06.831259,EDU0037,enter_marks,2023CS428,marks_entry,I,2024-2027,103.137.173.66,Nagpur,Faculty Workstation,success,18
2026-01-24T07:48:06.831265,EDU0081,digilocker_verify,2024EC113,attendance,IV,2023-2025,115.91.103.181,Nagpur,Personal Laptop,success,24
2025-11-23T09:43:06.831270,EDU0088,access_transcript,2025CE548,marks_entry,VII,2023-2027,49.88.16.162,Ahmedabad,Personal Laptop,success,74
2026-01-10T08:02:06.831275,EDU0172,view_student_record,2026CS404,student_records,VI,2024-2025,115.93.28.254,Indore,Personal Laptop,success,87
2025-12-22T04:31:06.831280,EDU0099,approve_exam_form,2022CS828,digilocker,II,2025-2025,117.179.44.226,Nagpur,Faculty Workstation,success,49
2025-12-26T05:32:06.831285,EDU0126,access_transcript,2025CS992,digilocker,V,2025-2025,49.67.59.188,Delhi,Personal Laptop,success,100
2025-12-16T03:34:06.831291,EDU0063,update_attendance,2023ME991,marks_entry,III,2024-2027,117.125.108.15,Ahmedabad,Mobile,success,38
2025-12-31T05:25:06.831296,EDU0170,approve_exam_form,2026EC399,digilocker,VIII,2026-2025,123.22.2.58,Hyderabad,Personal Laptop,denied,39
2026-01-06T23:50:06.831301,EDU0155,approve_exam_form,2023CE977,transcripts,III,2024-2026,49.244.198.87,Jaipur,Mobile,success,12
2026-01-02T04:26:06.831307,EDU0034,generate_marksheet,2022EC201,digilocker,II,2024-2027,27.7.95.42,Indore,Mobile,success,4
2026-01-10T05:03:06.831312,EDU0138,enter_marks,2023CE335,student_records,V,2023-2025,1.39.117.45,Ahmedabad,Faculty Workstation,success,32
2025-12-16T02:03:06.831318,EDU0194,digilocker_verify,2023ME525,transcripts,VI,2026-2025,117.167.44.141,Indore,Mobile,success,55
2025-11-27T04:15:06.831323,EDU0076,view_student_record,2021CE481,marks_entry,VII,2024-2025,27.80.75.135,Bhopal,Mobile,success,3
2025-12-30T02:07:06.831329,EDU0030,digilocker_verify,2025CS857,attendance,VII,2024-2026,103.99.207.110,Pune,Personal Laptop,success,28
2026-01-09T05:10:06.831334,EDU0083,access_transcript,2026EC623,transcripts,V,2023-2025,123.41.106.131,Vadodara,Mobile,success,72
2025-11-29T06:59:06.831340,EDU0114,enter_marks,2023CE912,student_records,I,2023-2027,1.56.64.118,Indore,Personal Laptop,success,64
2025-12-17T08:08:06.831345,EDU0150,generate_marksheet,2026EC366,digilocker,VIII,2026-2027,106.46.121.105,Coimbatore,Mobile,denied,68
2026-01-21T09:09:06.831351,EDU0183,update_attendance,2025CE964,student_records,II,2023-2026,49.57.88.84,Surat,Mobile,denied,92
2025-11-27T05:10:06.831356,EDU0121,view_student_record,2025EC871,digilocker,V,2025-2027,123.213.229.156,Visakhapatnam,Faculty Workstation,success,69
2026-01-22T00:44:06.831361,EDU0179,digilocker_verify,2020CE249,transcripts,I,2026-2025,115.255.231.114,Kochi,Mobile,success,37
2026-02-12T02:55:06.831367,EDU0008,access_transcript,2023CE452,attendance,VIII,2026-2024,123.129.170.146,Pune,Mobile,denied,73
2026-01-31T03:57:06.831372,EDU0032,approve_exam_form,2021CS363,transcripts,IV,2024-2027,115.160.239.133,Kolkata,Faculty Workstation,success,57
2025-12-26T01:32:06.831377,EDU0069,approve_exam_form,2023CE889,digilocker,II,2024-2026,115.46.177.251,Jaipur,Faculty Workstation,success,46
2026-01-20T07:31:06.831383,EDU0131,enter_marks,2026CE324,transcripts,VI,2024-2026,49.20.249.78,Bhopal,Faculty Workstation,success,63
2025-11-22T06:25:06.831388,EDU0146,enter_marks,2025ME746,student_records,VIII,2025-2027,106.205.124.59,Indore,Mobile,success,2
2025-12-28T06:56:06.831393,EDU0001,access_transcript,2025EC269,attendance,VII,2025-2024,103.35.221.241,Kanpur,Faculty Workstation,success,42
2025-12-17T03:23:06.831399,EDU0103,update_attendance,2020CS892,marks_entry,IV,2024-2025,49.140.58.39,Nagpur,Faculty Workstation,success,10
2025-12-03T06:52:06.831404,EDU0143,update_attendance,2020CE175,digilocker,IV,2024-2024,117.165.135.236,Mumbai,Mobile,denied,43
2025-11-26T02:07:06.831410,EDU0076,view_student_record,2020CE759,digilocker,VI,2023-2026,123.12.132.174,Surat,Personal Laptop,success,6
2025-12-24T05:58:06.831415,EDU0091,enter_marks,2026ME580,transcripts,VIII,2025-2024,49.54.147.102,Nagpur,Faculty Workstation,success,0
2025-12-03T00:52:06.831420,EDU0178,enter_marks,2020ME769,marks_entry,III,2024-2027,27.187.148.70,Kolkata,Mobile,denied,39
2025-12-16T05:31:06.831426,EDU0101,digilocker_verify,2025EC901,marks_entry,V,2023-2027,106.78.23.30,Surat,Mobile,success,62
2025-12-07T08:57:06.831431,EDU0160,digilocker_verify,2025CE768,student_records,IV,2025-2026,27.30.165.160,Surat,Personal Laptop,success,50
2026-02-05T03:04:06.831438,EDU0049,digilocker_verify,2022CE645,digilocker,VIII,2024-2027,106.192.142.212,Nagpur,Faculty Workstation,success,94
2026-01-16T09:18:06.831443,EDU0129,update_attendance,2024EC282,digilocker,III,2026-2026,117.199.159.93,Mumbai,Mobile,success,82
2026-01-28T05:24:06.831448,EDU0078,digilocker_verify,2021CE179,digilocker,I,2026-2024,106.209.10.166,Hyderabad,Mobile,success,53
2026-02-06T00:28:06.831454,EDU0172,enter_marks,2025CE167,digilocker,VIII,2023-2027,1.230.143.56,Kolkata,Faculty Workstation,success,74
2026-02-03T00:10:06.831459,EDU0113,access_transcript,2022CS393,student_records,VII,2025-2027,117.141.9.67,Delhi,Mobile,success,18
2025-11-22T02:10:06.831464,EDU0082,enter_marks,2025CE213,attendance,VI,2024-2025,123.123.40.227,Ahmedabad,Personal Laptop,success,51
2026-02-14T07:32:06.831469,EDU0115,update_attendance,2026EC637,attendance,VII,2024-2026,103.62.107.25,Bhopal,Mobile,success,98
2025-12-19T23:54:06.831473,EDU0063,update_attendance,2020CE958,transcripts,IV,2026-2024,115.210.202.128,Bangalore,Personal Laptop,success,80
2025-11-21T03:01:06.831478,EDU0002,update_attendance,2023EC719,attendance,VIII,2023-2024,27.235.235.90,Kanpur,Faculty Workstation,success,87
2025-12-17T03:48:06.831483,EDU0062,enter_marks,2026CS419,transcripts,II,2023-2027,27.128.153.49,Bhopal,Personal Laptop,success,81
2026-01-21T08:23:06.831488,EDU0175,generate_marksheet,2025CE806,digilocker,VI,2024-2026,115.93.105.30,Chennai,Personal Laptop,denied,12
2026-02-02T03:31:06.831493,EDU0056,update_attendance,2020EC684,marks_entry,VIII,2023-2026,103.124.6.244,Chandigarh,Mobile,success,68
2025-11-25T04:53:06.831497,EDU0037,generate_marksheet,2025CS822,digilocker,VII,2026-2027,115.128.32.233,Kolkata,Mobile,denied,32
2025-12-08T06:52:06.831502,EDU0007,approve_exam_form,2021ME571,attendance,I,2023-2026,49.3.22.7,Kolkata,Personal Laptop,success,8
2025-12-09T09:36:06.831507,EDU0196,access_transcript,2023CS746,marks_entry,VIII,2025-2027,27.104.96.52,Lucknow,Personal Laptop,success,27
2026-02-09T06:06:06.831511,EDU0164,update_attendance,2024ME863,digilocker,II,2025-2025,123.73.146.131,Kolkata,Personal Laptop,success,70
2026-01-26T00:55:06.831517,EDU0140,digilocker_verify,2023CE395,attendance,III,2026-2024,115.14.207.246,Visakhapatnam,Mobile,success,63
2025-12-21T01:26:06.831521,EDU0165,approve_exam_form,2021CE659,transcripts,II,2023-2024,123.115.81.113,Chandigarh,Faculty Workstation,success,96
2025-12-25T07:24:06.831526,EDU0068,access_transcript,2026EC357,digilocker,VI,2026-2027,123.54.92.94,Bangalore,Mobile,success,32
2026-02-07T04:54:06.831531,EDU0044,generate_marksheet,2025EC871,attendance,IV,2026-2025,117.245.155.116,Nagpur,Faculty Workstation,success,94
2026-01-14T01:20:06.831535,EDU0060,access_transcript,2025ME915,digilocker,III,2026-2026,1.39.35.93,Kanpur,Personal Laptop,success,27
2026-02-17T00:27:06.831540,EDU0132,generate_marksheet,2025EC191,marks_entry,IV,2023-2026,106.234.53.146,Chennai,Faculty Workstation,success,84
2026-02-09T09:01:06.831545,EDU0030,approve_exam_form,2025CE297,attendance,II,2025-2026,123.226.33.109,Mumbai,Mobile,success,36
2026-01-05T08:27:06.831550,EDU0196,access_transcript,2023CS716,transcripts,VII,2023-2025,115.189.196.177,Bangalore,Mobile,success,94
2026-01-05T03:07:06.831556,EDU0095,update_attendance,2025ME361,attendance,I,2026-2024,115.187.48.251,Chennai,Personal Laptop,success,57
2025-12-01T06:58:06.831561,EDU0050,approve_exam_form,2020CS982,student_records,IV,2023-2024,49.57.138.145,Delhi,Personal Laptop,success,92
2026-01-26T03:10:06.831566,EDU0074,digilocker_verify,2022CE300,marks_entry,IV,2024-2024,106.10.5.143,Vadodara,Mobile,success,42
2025-12-04T06:33:06.831572,EDU0061,view_student_record,2023EC463,attendance,VI,2026-2026,49.8.74.155,Bhopal,Personal Laptop,success,33
2025-12-21T05:04:06.831578,EDU0064,access_transcript,2022ME270,digilocker,I,2023-2027,1.242.141.59,Kanpur,Mobile,success,60
2026-02-09T08:37:06.831583,EDU0047,approve_exam_form,2025CE520,digilocker,V,2024-2027,1.182.217.156,Delhi,Mobile,success,46
2026-02-02T09:01:06.831588,EDU0130,enter_marks,2024ME403,marks_entry,IV,2025-2024,117.14.137.71,Ahmedabad,Personal Laptop,success,25
2026-02-04T07:39:06.831593,EDU0183,approve_exam_form,2025CS679,transcripts,IV,2024-2026,106.139.39.229,Chennai,Personal Laptop,denied,95
2025-12-06T06:18:06.831599,EDU0016,access_transcript,2020ME923,attendance,III,2023-2025,49.163.13.190,Pune,Faculty Workstation,success,60
2026-01-24T05:16:06.831604,EDU0053,approve_exam_form,2023CS166,attendance,VII,2024-2026,27.16.241.67,Mumbai,Mobile,success,71
2026-01-19T04:07:06.831609,EDU0115,enter_marks,2025CE891,digilocker,III,2025-2026,49.12.162.161,Bangalore,Personal Laptop,success,7
2026-01-23T06:00:06.831614,EDU0083,enter_marks,2022ME664,student_records,VI,2025-2027,103.0.145.133,Pune,Mobile,success,53
2025-12-26T03:34:06.831620,EDU0029,enter_marks,2025EC606,transcripts,V,2025-2025,117.250.222.244,Surat,Personal Laptop,denied,95
2025-12-07T04:47:06.831625,EDU0177,enter_marks,2020ME379,transcripts,I,2026-2027,115.66.137.17,Nagpur,Faculty Workstation,success,40
2026-01-29T03:44:06.831630,EDU0067,update_attendance,2025CS791,transcripts,III,2026-2024,1.113.73.179,Coimbatore,Personal Laptop,success,77
2025-12-11T01:55:06.831635,EDU0004,view_student_record,2022ME910,digilocker,IV,2024-2025,27.22.132.89,Pune,Personal Laptop,success,71
2026-01-12T03:24:06.831641,EDU0168,approve_exam_form,2020CE982,digilocker,IV,2025-2026,115.124.27.224,Kolkata,Mobile,success,76
2026-01-03T05:53:06.831646,EDU0142,view_student_record,2022CS533,transcripts,V,2026-2025,115.199.134.221,Chennai,Mobile,success,81
2026-01-28T00:39:06.831651,EDU0033,generate_marksheet,2020EC319,transcripts,VI,2025-2024,106.230.182.122,Kochi,Personal Laptop,success,52
2026-01-22T05:55:06.831658,EDU0096,generate_marksheet,2026EC301,marks_entry,V,2025-2025,1.3.153.117,Jaipur,Faculty Workstation,denied,12
2025-12-02T03:09:06.831664,EDU0179,generate_marksheet,2022EC861,digilocker,I,2024-2025,103.128.23.5,Coimbatore,Mobile,success,75
2025-12-24T02:43:06.831669,EDU0170,view_student_record,2024EC376,marks_entry,VIII,2026-2024,115.212.178.89,Surat,Faculty Workstation,success,11
2026-01-12T05:27:06.831674,EDU0114,view_student_record,2024EC607,transcripts,III,2024-2026,27.69.78.107,Hyderabad,Personal Laptop,success,9
2026-01-04T04:47:06.831680,EDU0056,update_attendance,2024EC347,marks_entry,V,2024-2027,106.133.213.200,Bangalore,Personal Laptop,success,37
2025-12-12T00:00:06.831686,EDU0185,enter_marks,2022CS224,attendance,V,2026-2027,117.165.73.158,Ahmedabad,Personal Laptop,success,7
2026-02-15T03:09:06.831691,EDU0004,update_attendance,2022CS151,transcripts,V,2026-2026,27.27.117.22,Nagpur,Mobile,success,63
2026-01-15T01:32:06.831697,EDU0076,view_student_record,2022CS688,student_records,VIII,2024-2024,1.51.5.196,Bhopal,Faculty Workstation,success,41
2025-11-22T00:07:06.831702,EDU0150,update_attendance,2024EC799,digilocker,III,2023-2025,117.9.122.166,Delhi,Personal Laptop,success,32
2026-02-11T01:22:06.831708,EDU0185,view_student_record,2026EC348,transcripts,I,2024-2027,27.125.172.175,Lucknow,Faculty Workstation,success,67
2026-01-28T06:15:06.831713,EDU0104,access_transcript,2024CS449,digilocker,II,2024-2024,27.17.238.90,Kolkata,Mobile,success,34
2026-01-29T00:39:06.831718,EDU0189,approve_exam_form,2022CS219,student_records,IV,2026-2027,103.206.182.186,Jaipur,Personal Laptop,success,77
2026-01-17T02:54:06.831723,EDU0016,access_transcript,2023CE968,student_records,VII,2026-2026,103.251.155.158,Kochi,Personal Laptop,success,84
2026-01-06T04:29:06.831729,EDU0011,generate_marksheet,2021CS533,transcripts,V,2026-2026,49.248.50.53,Bangalore,Faculty Workstation,success,7
2026-01-17T08:13:06.831734,EDU0004,view_student_record,2022CE978,student_records,III,2023-2024,117.101.44.8,Nagpur,Personal Laptop,denied,59
2026-02-16T01:44:06.831739,EDU0043,digilocker_verify,2024CE827,marks_entry,III,2024-2026,123.7.157.61,Kochi,Personal Laptop,success,6
2026-01-28T00:07:06.831744,EDU0020,view_student_record,2020ME546,transcripts,VII,2026-2026,103.93.144.201,Ahmedabad,Mobile,success,33
2026-01-28T04:21:06.831750,EDU0098,approve_exam_form,2024CS819,digilocker,VIII,2026-2027,123.100.161.18,Kolkata,Mobile,success,18
2026-01-17T04:42:06.831755,EDU0188,update_attendance,2026EC966,transcripts,II,2023-2026,27.117.69.208,Bhopal,Mobile,success,49
2026-02-08T01:19:06.831760,EDU0140,update_attendance,2022CE950,student_records,VI,2023-2025,123.143.67.228,Bangalore,Mobile,success,32
